Date ,Report Type ,Street ,Sub-Division
1/30/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/2/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/2/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/3/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/3/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/3/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/3/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/3/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/4/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/5/2005,ABUSE AND NEGLECT OF CHILDREN ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/6/2005,RECKLESS - GENERAL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/6/2005,THREATEN BODILY HARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/7/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/7/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/8/2005,POSSESSION OF CONTROLLED SUBSTANCES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/9/2005,DAMAGE PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/12/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/12/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/12/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/12/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/13/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/13/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/15/2005,BRANDISHING FIREARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/15/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/15/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/15/2005,FORGERY BY CREDIT CARD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/16/2005,FAILURE TO RETURN RENTED PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/16/2005,"PROFANE, THREATENING LANGUAGE OVER PUBLIC AIRWAY ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/17/2005,CONSPIRACY TO COMMIT FELONY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/17/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/17/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/17/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/17/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/17/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/18/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/18/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/18/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/19/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/22/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/24/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/24/2005,POSSESSION OF CONTROLLED SUBSTANCES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/25/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/25/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/28/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/28/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/2/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/2/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/3/2005,ABUSE AND NEGLECT OF CHILDREN ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/4/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/4/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/7/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/10/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/14/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/15/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/15/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-INNKEEPER ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/23/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/24/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/30/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/31/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/2/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/2/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/5/2005,ARSON ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/5/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/6/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/12/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/15/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/15/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/16/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/17/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/18/2005,FALSELY SUMMONS OR FALSE REPORT TO POLICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/19/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/19/2005,POSSESSION OF CONTROLLED SUBSTANCES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/21/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/21/2005,POSSESSION OF ALCOHOL BY INTERDICTED PERSON ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/22/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/22/2005,IMPERSONATING LAW ENFORCEMENT OFFICER ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/22/2005,THREATEN BODILY HARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/24/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/25/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/25/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/25/2005,MOTOR VEHICLE THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/25/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/26/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/29/2005,AGGRESIVE DRIVING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/29/2005,THROWING OBJECT AT MOVING VEHICLE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/1/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/2/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/2/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/5/2005,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/5/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/5/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/5/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/6/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/6/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/10/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/11/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/11/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/11/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/12/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/12/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/13/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/15/2005,DUMPING TRASH ON HIGHWAY OR PRIVATE PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/16/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/18/2005,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/20/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/20/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/20/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/21/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/27/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/29/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/30/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/31/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/31/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/1/2005,ABDUCTION & KIDNAPPING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/1/2005,ROBBERY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/2/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/2/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/3/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/5/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/6/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/8/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/11/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/13/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/14/2005,EMBEZZLEMENT <$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/16/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/17/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/18/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/20/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/20/2005,OBSTRUCTING JUSTICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/20/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/21/2005,CARRYING CONCEALED WEAPON -1ST OFFENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/21/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/21/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/22/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/30/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/2/2005,BOMB THREATS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/2/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/3/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/9/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/9/2005,EMBEZZLEMENT <$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/9/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/10/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/10/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/11/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/11/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/11/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/11/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/11/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/12/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/12/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/12/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/12/2005,POSSESSION OF CONTROLLED SUBSTANCES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/15/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/15/2005,"GRAFFITI ,PRIVATE PROPERTY ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/18/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/22/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/22/2005,ELUDING POLICE -ENDANGER PERSONS OR POLICE CAR ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/22/2005,RECKLESS - GENERAL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/22/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/23/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/25/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/26/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/26/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/26/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/26/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/26/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/26/2005,THREATEN BODILY HARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/26/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/27/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/27/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/27/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/27/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/28/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/30/2005,FRAUD-INNKEEPER ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/30/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/31/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/31/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/4/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/4/2005,"SALE, DISTRIBUTE MARIJUANA ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/5/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/8/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/10/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/10/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/11/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/11/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/12/2005,ABUSE AND NEGLECT OF CHILDREN ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/12/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/13/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/13/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/15/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/15/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/15/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/15/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/16/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/16/2005,FORGERY BY CHECK ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/16/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/16/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/20/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/22/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/24/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/24/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/25/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/25/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,CARJACKING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/28/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/28/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/29/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/30/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/30/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/30/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/1/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/3/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/5/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/6/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/7/2005,"FRAUD-TRICK,FALSE PRETENSES ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/7/2005,ROBBERY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/9/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/9/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/12/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/12/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/12/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/12/2005,MOTOR VEHICLE THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/12/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/13/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/13/2005,DUMPING TRASH ON HIGHWAY OR PRIVATE PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/13/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/13/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/13/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/17/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/18/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/21/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/21/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/23/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/26/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/26/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/27/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/29/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/29/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/30/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/1/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/1/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/1/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/1/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/1/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/2/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/3/2005,CONCEALMENT/PRICE CHANGING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/3/2005,OPERATE MOTOR VEHICLE -HABITUAL OFFENDER ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/3/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
