Date ,Report Type ,Street ,Sub-Division
10/30/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/30/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/30/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/30/2005,ELUDING POLICE -ENDANGER PERSONS OR POLICE CAR ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/30/2005,OBSTRUCTING JUSTICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/30/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/30/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/8/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/9/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/9/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/11/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/23/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/30/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/5/2005,FAILURE TO RETURN RENTED PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/18/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/22/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/23/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/23/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/28/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/30/2005,HIT & RUN ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/4/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/10/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/11/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/24/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/25/2005,DISORDERLY CONDUCT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/26/2005,"MANUF, SALE, POSS CONTROL SUBST -SCHED III,IV,V ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/27/2005,OBSTRUCTING JUSTICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/31/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/31/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/31/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/1/2005,CURSING/OBSCENE LANGUAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/1/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/1/2005,DISORDERLY CONDUCT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/1/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/1/2005,OBSTRUCTING JUSTICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/3/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/4/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/4/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/8/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/8/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
2/10/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/13/2005,UNAUTHORIZED USE OF VEHICLE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/18/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/18/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/21/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/23/2005,DISORDERLY CONDUCT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/24/2005,CONCEALMENT/PRICE CHANGING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/24/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/25/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/28/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/28/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/1/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/3/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/4/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/8/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/8/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/8/2005,CREDIT CARD THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/8/2005,DISORDERLY CONDUCT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/9/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/10/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/11/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/11/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/13/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/16/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/18/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/23/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/23/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/23/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/23/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/23/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/23/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/28/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/29/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/30/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/30/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/30/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/31/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/2/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/4/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/4/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/5/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/7/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/7/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/11/2005,ABDUCTION & KIDNAPPING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/11/2005,ABUSE AND NEGLECT OF CHILDREN ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/11/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/11/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/13/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/13/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/14/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/16/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/16/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/16/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/16/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/18/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/18/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/18/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/19/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/20/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/20/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/21/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/26/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/28/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/28/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/28/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/30/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/1/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/1/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/1/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/3/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/4/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/4/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/4/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/4/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/6/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/6/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/10/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/11/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/12/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/13/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/13/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/15/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/16/2005,MOTOR VEHICLE THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/18/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/18/2005,SEXUAL BATTERY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/20/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/21/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/23/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/26/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/27/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/27/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/28/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/28/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/31/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/1/2005,ABUSE AND NEGLECT OF CHILDREN ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/4/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/4/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/5/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/6/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/6/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/8/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/8/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/8/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/10/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/12/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/14/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/15/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/15/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/16/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/19/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/19/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/19/2005,MAIMING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/19/2005,SHOOTING FROM VEHICLES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/23/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/24/2005,DEAD ON ARRIVAL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/26/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/28/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/28/2005,THREATEN BODILY HARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/29/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/30/2005,ATTEMPTED SUICIDE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/30/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/30/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/2/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/6/2005,ABDUCTION & KIDNAPPING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/6/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/6/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/10/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/17/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/17/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/20/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/20/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/23/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/29/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/30/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/30/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/31/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/31/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/2/2005,ATTEMPTED SUICIDE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/2/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
8/5/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/7/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/9/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/10/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/11/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/12/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/12/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/13/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/14/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/15/2005,ABDUCTION & KIDNAPPING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/15/2005,ROBBERY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/15/2005,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/15/2005,WEARING MASK IN PUBLIC PLACE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/16/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/17/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/20/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/23/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/24/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/25/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/25/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/26/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/1/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/5/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/6/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/8/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/8/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/10/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/10/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/14/2005,MOTOR VEHICLE THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/14/2005,"SALE, DISTRIBUTE MARIJUANA ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/17/2005,OBSTRUCTING JUSTICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/17/2005,TOBACCO PRODUCTS - SALE OF PRODUCT TO PERSONS UNDERA  ,GEORGE WASHINGTON MEMORIAL HIGHWAY,
9/17/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/17/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/18/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/19/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
