STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
IL,BROTHER 8440 ALL IN ONE,7035DSADPSUPP,1, 750.00 , $ 750.00 ,20120808
IL,DIGITAL SENDER,7025DSSENDERO,1, 2675.00 ," $ 2,675.00 ",20120808
IL,LAPTOP,7021DSLAPTOP2,2, 1917.26 ," $ 3,834.52 ",20120808
IL,"MIRROR HEAD,VEHICUL",2540013141190,2, 16.49 , $ 32.98 ,20120808
IL,"ALARM,SMOKE,AUTOMAT",6350010944171,2, 15.45 , $ 30.90 ,20120808
IL,"BAND,HELMET,HIGH VI",8415001774978,2, 3.63 , $ 7.26 ,20120808
IL,"GENERATOR SET,DIESE",6115012561059,3, 1325.00 ," $ 3,975.00 ",20120808
IL,"INTRENCHING TOOL,HA",5120008785932,3, 91.98 , $ 275.94 ,20120808
IL,"ALARM,SMOKE,AUTOMAT",6350010944171,5, 15.45 , $ 77.25 ,20120808
IL,MONITOR,7025DSFLATPAN,6, 300.00 ," $ 1,800.00 ",20120808
IL,HP CPU NO HD,7021DSADPCPUD,6, 450.00 ," $ 2,700.00 ",20120808
IL,CPU NO HD,7021DSADPCPUD,6, 630.00 ," $ 3,780.00 ",20120808
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"HEADLAMP,MEDICAL   ",6515015183823,1, 43.11 , $ 43.11 ,20120809
IL,"FILTER ELEMENT,INTA",2940011883776,5, 19.76 , $ 98.80 ,20120809
IL,"LIGHT SET,GENERAL I",6230002997077,1, 5790.00 ," $ 5,790.00 ",20120810
IL,VEHICLE ALL TERRAIN KUBOTA,234001C080200,1, 10000.00 ," $ 10,000.00 ",20120810
IL,"TRAILER,CARGO",2330008986779,1, 987.00 , $ 987.00 ,20120810
IL,MINI P U MICRO 1110,2320DSPICKUP0,1, 13000.00 ," $ 13,000.00 ",20120810
IL,MINI P U TRK MICRO 111,2320DSPICKUP0,1, 13000.00 ," $ 13,000.00 ",20120810
IL,MINI P U TRK MICRO 110100 1,2320DSPICKUP0,1, 13000.00 ," $ 13,000.00 ",20120810
IL,CUSHMAN PICKUP,2320DSPICKUP0,1, 2000.00 ," $ 2,000.00 ",20120810
IL,"PARKA,EXTREME COLD ",8415015386289,2, 117.05 , $ 234.10 ,20120815
IL,"TROUSERS,EXTREME CO",8415015386695,2, 106.98 , $ 213.96 ,20120815
IL,"TROUSERS,EXTREME CO",8415015386695,2, 106.98 , $ 213.96 ,20120815
IL,"TROUSERS,EXTREME CO",8415015386707,2, 106.98 , $ 213.96 ,20120815
IL,"PARKA,EXTREME COLD ",8415015386300,4, 117.05 , $ 468.20 ,20120815
IL,"TROUSERS,EXTREME CO",8415015386704,4, 106.98 , $ 427.92 ,20120815
IL,"PARKA,EXTREME COLD ",8415015386300,4, 117.05 , $ 468.20 ,20120815
IL,"TROUSERS,EXTREME CO",8415015386704,4, 106.98 , $ 427.92 ,20120815
IL,GUN  PAINTBALL,7810DSATHSPOR,6, 50.00 , $ 300.00 ,20120815
IL,SCBA CYLINDER COVER  PROXIMIT,8415DSSPCLOTA,6, 100.00 , $ 600.00 ,20120815
IL,"VEST,TACTICAL LOAD ",8415012968878,6, 49.14 , $ 294.84 ,20120815
IL,PAINTBALL MASKS,6910DSTRAINAI,9, 25.00 , $ 225.00 ,20120815
IL,NETWORK ROUTER,7035DSROUTER3,2, 549.00 ," $ 1,098.00 ",20120816
IL,MISC MEMORY RAM,7050MEMORYRAM,40, 25.00 ," $ 1,000.00 ",20120816
IL,EXERCISE BIKE,7830DSLIFECYC,1, 2106.60 ," $ 2,106.60 ",20120817
IL,SEAGATE 160 G HARDRIVE,7025DSHARDDR1,1, 1.00 , $ 1.00 ,20120821
IL,SEAGATE 160 G HARD DRIVE,7025DSHARDDR1,13, 100.00 ," $ 1,300.00 ",20120821
IL,SEAGATE 160 G HARDDRIVE,7025DSHARDDR1,5, 100.00 , $ 500.00 ,20120821
IL,WARRIOR AID LITTER ,6545015324962,1, 1518.04 ," $ 1,518.04 ",20120822
IL,HP PRINTER,7025DSLASERPR,1, 210.00 , $ 210.00 ,20120830
IL,UTILITY VEHICLE 4WD,2340014202816,1, 7928.70 ," $ 7,928.70 ",20120905
IL,UTILITY VEHICLE 4WD,2340014202816,1, 7928.70 ," $ 7,928.70 ",20120905
IL,"FLOODLIGHT SET,ELEC",6230013827265,1, 18400.00 ," $ 18,400.00 ",20120905
IL,"LOADER,SCOOP TYPE  ",3805011688672,1, 75280.00 ," $ 75,280.00 ",20120905
IL,JOHN DEERE GATOR 4X,2340DSCART000,1, 5030.22 ," $ 5,030.22 ",20120905
IL,"SIGHT,REFLEX       ",1240014111265,2, 328.00 , $ 656.00 ,20120905
IL,SCOOTER GATOR 4X2,2340PGATOR4X2,2, 2000.00 ," $ 4,000.00 ",20120905
IL,LAPTOP NO HD,7021DSLAPTOP2,3, 1250.00 ," $ 3,750.00 ",20120905
IL,"TOOL KIT,SMALL ARMS",5180015068287,2, 2012.00 ," $ 4,024.00 ",20120912
IL,TRUCK AERIAL BOOM 3 T,2320DSTRUCK00,1, 101668.00 ," $ 101,668.00 ",20121005
IL,"COVERALLS,ANTI-EXPO",8415010115054,2, 260.89 , $ 521.78 ,20121219
IL,"TRUCK,CARGO        ",2320008925938,1, 27290.00 ," $ 27,290.00 ",20130226
IL,CAMPER TRUCK MOUNTI,2510012289213,1, 150.00 , $ 150.00 ,20130226
IL,"TRUCK,UTILITY",2320011077153,1, 47069.00 ," $ 47,069.00 ",NULL
IN,"GENERATOR SET,DIESE",6115004651044,1,8332.00," $ 8,332.00 ",20111003
IN,BAYONET-KNIFE      ,1095015063424,12,40.17, $ 482.04 ,20111003
IN,"CHEST,AMMUNITION   ",8140009601699,20,11.10, $ 222.00 ,20111004
IN,"FIELD PACK,LARGE,SE",8465015236276,15,251.69," $ 3,775.35 ",20111004
IN,"FRAME,FIELD PACK   ",8465010738326,15,36.88, $ 553.20 ,20111004
IN,"ELBOW,PAD          ",8415015302157,25,10.91, $ 272.75 ,20111004
IN,MEDICAL EQUIPMENT S,6545015346129,1,32347.61," $ 32,347.61 ",20111004
IN,"BOOTS,EXTREME COLD ",8430006555537,6,203.56," $ 1,221.36 ",20111004
IN,"BOOTS,EXTREME COLD ",8430006555555,2,203.56, $ 407.12 ,20111004
IN,"BOOTS,EXTREME COLD ",8430006555561,2,203.56, $ 407.12 ,20111004
IN,"SLIPPERS,CONVALESCE",6532010115055,8,12.94, $ 103.52 ,20111004
IN,"SCOOP,KITCHEN      ",7330010790694,4,39.62, $ 158.48 ,20111004
IN,"SHIRT,COLD WEATHER ",8415014618337,30,57.62," $ 1,728.60 ",20111005
IN,"SHIRT,COLD WEATHER ",8415014618341,60,57.62," $ 3,457.20 ",20111005
IN,JACKET  MENS RAIN PATAGONIA,841500PATAJAC,9,149.00," $ 1,341.00 ",20111005
IN,PARKA  DAS PATAGONIA,8415PARKAPATA,8,120.00, $ 960.00 ,20111005
IN,ASSAULT PACK       ,8465015245250,4,86.30, $ 345.20 ,20111005
IN,"BOOTS,COMBAT       ",8430015145083,20,70.16," $ 1,403.20 ",20111005
IN,"BOOTS,COMBAT       ",8430015145134,20,70.16," $ 1,403.20 ",20111005
IN,"CHEST,AMMUNITION   ",8140009601699,10,11.10, $ 111.00 ,20111005
IN,MULTIMETER         ,6625012656000,1,556.33, $ 556.33 ,20111005
IN,ADVANCE PAPOOSE HANDHELD VACU,7910VACUUM,3,600.00," $ 1,800.00 ",20111005
IN,"JACKET,COLD WEATHER",8415015386747,29,59.91," $ 1,737.39 ",20111005
IN,"KIT BAG,FLYER'S    ",8460006068366,46,27.97," $ 1,286.62 ",20111005
IN,"BAG,FLYER'S HELMET ",8415007822989,6,15.99, $ 95.94 ,20111005
IN,CAMERA  VIDEO,583600CAMERA,1,1000.00," $ 1,000.00 ",20111005
IN,CAMERA  VIDEO,5836PEVO9850,1,250.00, $ 250.00 ,20111005
IN,CPCVX BACKPACK  ASSORTED,8465DSBACKPAC,30,30.00, $ 900.00 ,20111005
IN,"BLANKET,BED        ",7210002827950,10,31.23, $ 312.30 ,20111005
IN,CPCVX BACKPACK  ASSORTED,8465DSBACKPAC,7,30.00, $ 210.00 ,20111005
IN,CPCVX CASE  SKB,814500SKBCASE,2,360.00, $ 720.00 ,20111005
IN,"JACKET,FLYER'S     ",8415003101133,3,227.89, $ 683.67 ,20111005
IN,POWER PAPER SHREDDER,749000SHREDDE,6,50.00, $ 300.00 ,20111005
IN,"TOOL KIT,ELECTRONIC",5180000645178,3,538.00," $ 1,614.00 ",20111005
IN,"INTRENCHING TOOL,HA",5120008785932,20,84.14," $ 1,682.80 ",20111005
IN,"PAIL,UTILITY       ",7240002461097,4,4.51, $ 18.04 ,20111005
IN,"BAG,TOOLS AND SPARE",8105011019237,5,49.70, $ 248.50 ,20111005
IN,CPCVX CLEANER  PIPE,4710DSCLEANER,2960,0.32, $ 947.20 ,20111005
IN,"SHIRT,COLD WEATHER ",8415014618337,11,57.62, $ 633.82 ,20111005
IN,"SHIRT,COLD WEATHER ",8415014618336,5,57.62, $ 288.10 ,20111005
IN,"SHIRT,COLD WEATHER ",8415014618336,5,57.62, $ 288.10 ,20111005
IN,"TOOL KIT,GENERAL ME",5180006995273,2,2375.83," $ 4,751.66 ",20111005
IN,"COVERALLS,COMBAT VE",8415013327909,2,202.49, $ 404.98 ,20111005
IN,"COVERALLS,COMBAT VE",8415013327918,6,202.49," $ 1,214.94 ",20111005
IN,SHACKLE            ,4030009144705,6,39.66, $ 237.96 ,20111005
IN,SHACKLE,4030009924522,2,25.29, $ 50.58 ,20111005
IN,ICECREAM DISPENSER,7320DSKITCHEN,1,250.00, $ 250.00 ,20111006
IN,WIRELESS ACCESS NO PWR SUPP,7050DSADPSUPP,2,654.00," $ 1,308.00 ",20111006
IN,"TRUCK,LIFT,FORK    ",3930011727892,1,11828.00," $ 11,828.00 ",20111006
IN,"TRUCK,LIFT,FORK    ",3930010873105,1,42693.50," $ 42,693.50 ",20111006
IN,BADGE PRINTER,7520DSOFFDEVI,1,3089.00," $ 3,089.00 ",20111006
IN,WULING TRUCK,2320DSTRUCK00,1,5300.00," $ 5,300.00 ",20111006
IN,"DRILLING MACHINE,UP",3413001654136,1,534.88, $ 534.88 ,20111006
IN,PLOTTER CANON BJW9000,7025DSPLOTTER,1,17365.00," $ 17,365.00 ",20111006
IN,BULLETIN BOARD,7195003888462,8,25.55, $ 204.40 ,20111006
IN,"BOOTS,EXTREME COLD ",8430006555541,2,203.56, $ 407.12 ,20111006
IN,CPCVX GOLF CART CARRYALL I,234000GOLFCAR,2,4246.00," $ 8,492.00 ",20111007
IN,DESK PEDESTAL 3 DRAWER,711000DESK,4,299.00," $ 1,196.00 ",20111007
IN,LAMP TABLE,624000LAMP,12,28.10, $ 337.20 ,20111007
IN,OVEN MICROWAVE,7310013176107,4,137.97, $ 551.88 ,20111007
IN,REFRIGERATOR SMALL 5 5 CU FT,411000REFRIGE,12,205.00," $ 2,460.00 ",20111007
IN,SOFA 2 SEAT,710500SOFA,2,657.94," $ 1,315.88 ",20111007
IN,SOFA 2 SEAT,710500SOFA,2,657.94," $ 1,315.88 ",20111007
IN,TABLE OCCASIONAL 2 DRW OAK,710500TABLE,6,153.33, $ 919.98 ,20111007
IN,TABLE OCCASIONAL END,710500TABLE,5,184.27, $ 921.35 ,20111007
IN,MODULAR SLEEP SYSTE,8465014456274,5,252.32," $ 1,261.60 ",20111007
IN,FIGHTING LOAD CARRI,8465015250577,20,41.82, $ 836.40 ,20111007
IN,"SUPPORT ASSEMBLY,CA",1080011796024,1,445.00, $ 445.00 ,20111007
IN,"LADDER,VEHICLE BOAR",2540013604577,1,1486.76," $ 1,486.76 ",20111007
IN,MODULAR SLEEPING BA,8465015472757,4,340.97," $ 1,363.88 ",20111007
IN,"FIRST AID KIT,UNIVE",6545015300929,17,110.00," $ 1,870.00 ",20111007
IN,"POCKET,AMMUNITION M",8465015247620,10,11.21, $ 112.10 ,20111007
IN,RIFLEMAN SET       ,8465015250578,8,334.31," $ 2,674.48 ",20111007
IN,"JACKET,COLD WEATHER",8415015386747,5,59.91, $ 299.55 ,20111007
IN,BINOCULAR          ,6650014232834,4,50.09, $ 200.36 ,20111008
IN,FLOOR SWEEPER,791000SWEEPER,1,1000.00," $ 1,000.00 ",20111011
IN,SAW POWER HACK,322001C131474,1,1500.00," $ 1,500.00 ",20111011
IN,TOOL CABINETS,514000TOOLCAB,3,20.00, $ 60.00 ,20111011
IN,"TRUCK,TANK         ",2320013982779,1,164705.00," $ 164,705.00 ",20111011
IN,WHEEL DOLLY,512000DOLLY,1,10.00, $ 10.00 ,20111011
IN,LIFE PAK 12,651500LIFEPAK,1,20480.00," $ 20,480.00 ",20111011
IN,PRO PAQ ENCORE VITAL SIGNS MO,651500PROPAQ,1,4244.00," $ 4,244.00 ",20111011
IN,BAYONET-KNIFE      ,1095015063424,15,40.17, $ 602.55 ,20111011
IN,RAMP  MAGLINER,399000L006499,1,4500.00," $ 4,500.00 ",20111012
IN,RAMP  MAGLINER,399000L006499,1,4500.00," $ 4,500.00 ",20111012
IN,RAMP  MAGLINER,399000L006499,1,4500.00," $ 4,500.00 ",20111012
IN,CHAIR DESK,711000CHAIR,40,160.00," $ 6,400.00 ",20111012
IN,CHAIR OCCASIONAL LOUNGE,710500CHAIR,12,390.54," $ 4,686.48 ",20111012
IN,"OIL GUN,PNEUMATIC  ",4930002222975,1,103.97, $ 103.97 ,20111012
IN,"INSERTER,BEARING AN",5120011857955,2,92.69, $ 185.38 ,20111012
IN,"INSERTER,BEARING AN",5120011419272,2,81.63, $ 163.26 ,20111012
IN,"REMOVER,BEARING AND",5120011531812,1,17.11, $ 17.11 ,20111012
IN,"REPLACER,BEARING   ",5120007950129,1,19.46, $ 19.46 ,20111012
IN,SCREWDRIVER ATTACHM,5120006406347,2,7.25, $ 14.50 ,20111012
IN,CARDIOVASCULAR TREADMILL,783000C123456,6,630.00," $ 3,780.00 ",20111013
IN,"BOOTS,EXTREME COLD ",8430010560816,1,203.56, $ 203.56 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555561,1,203.56, $ 203.56 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555558,2,203.56, $ 407.12 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555555,3,203.56, $ 610.68 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555537,3,203.56, $ 610.68 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555563,4,203.56, $ 814.24 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555535,3,203.56, $ 610.68 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555549,2,203.56, $ 407.12 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555546,3,203.56, $ 610.68 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555543,4,203.56, $ 814.24 ,20111013
IN,"BOOTS,EXTREME COLD ",8430006555540,3,203.56, $ 610.68 ,20111013
IN,"BOOTS,EXTREME COLD ",8430010560815,1,203.56, $ 203.56 ,20111013
IN,"DRUM,BASS          ",7710002904623,1,511.00, $ 511.00 ,20111013
IN,"DRUM,SNARE         ",7710005306686,1,442.00, $ 442.00 ,20111013
IN,"SHOES,SAFETY,WOMEN'",8435015041403,5,66.19, $ 330.95 ,20111013
IN,TOM TOM,7710002904628,2,283.50, $ 567.00 ,20111013
IN,TOM-TOM            ,7710002904627,2,212.99, $ 425.98 ,20111013
IN,PRESSURE WASHER,351000WASHER,1,620.00, $ 620.00 ,20111013
IN,PUBLIC ADDRESS SYSTEM  PORT A,583001C041073,2,1895.00," $ 3,790.00 ",20111013
IN,HOOD ANTI FLASH BALACLABE,841501F002313,15,41.61, $ 624.15 ,20111013
IN,LATHE 12 1 2 SWING SCREW,341600R0001B9,1,16031.00," $ 16,031.00 ",20111013
IN,"COT,FOLDING        ",7105011543865,7,29.56, $ 206.92 ,20111013
IN,"COT,FOLDING        ",7105009350422,3,71.72, $ 215.16 ,20111013
IN,"COT,FOLDING        ",7105011543865,3,29.56, $ 88.68 ,20111013
IN,ENCODER DUAL CHANNEL,703501C058061,7,5996.24," $ 41,973.68 ",20111013
IN,STAND  DOUBLE SIGHT TRIPLE,705000DOUBLES,7,165.00," $ 1,155.00 ",20111013
IN,HOOD ANTI FLASH BALACLABE,841501F002313,20,41.61, $ 832.20 ,20111013
IN,SCREWDRIVER ATTACHM,5120005960930,2,3.32, $ 6.64 ,20111013
IN,SCREWDRIVER ATTACHM,5120014305628,2,13.18, $ 26.36 ,20111013
IN,"SOCKET,SOCKET WRENC",5120002771464,2,3.07, $ 6.14 ,20111013
IN,"SOCKET,SOCKET WRENC",5120001801011,1,129.01, $ 129.01 ,20111013
IN,"WRENCH,OPEN END    ",5120002771243,2,66.58, $ 133.16 ,20111013
IN,CROWFOOT ATTACHMENT,5120013351159,3,12.06, $ 36.18 ,20111014
IN,"TROUSERS,SNOW CAMOU",8415009350574,4,49.49, $ 197.96 ,20111015
IN,GENERATOR 100KW,611500GENERAT,1,100.00, $ 100.00 ,20111017
IN,BAG MEDICAL I.V. BA,8465015247640,11,10.25, $ 112.75 ,20111017
IN,BAG  BLACK PRO GEAR,810500PROBAG,3,59.99, $ 179.97 ,20111017
IN,"BOOT,DUST AND MOIST",2530010894991,4,1.63, $ 6.52 ,20111017
IN,COMPACT DISC PLAYER,5835013819565,1,3928.11," $ 3,928.11 ",20111017
IN,"FIXTURE,LIGHTING   ",6210012203263,2,140.93, $ 281.86 ,20111017
IN,"FIXTURE,LIGHTING   ",6210012203263,10,140.93," $ 1,409.30 ",20111017
IN,"FIXTURE,LIGHTING   ",6210012203263,11,140.93," $ 1,550.23 ",20111017
IN,FOLDING TABLES,7110DSTABLE02,11,1100.00," $ 12,100.00 ",20111017
IN,"HELMET,SAFETY      ",8415009353134,1,42.46, $ 42.46 ,20111017
IN,"HOLSTER,PISTOL     ",1095011943343,1,22.89, $ 22.89 ,20111017
IN,"REFRIGERATOR,MECHAN",4110014125873,1,9650.21," $ 9,650.21 ",20111017
IN,"SEAL,PLAIN ENCASED ",5330010656208,7,95.61, $ 669.27 ,20111017
IN,"SHOES,RUNNING,WOMEN",8435014463152,1,44.39, $ 44.39 ,20111017
IN,"SHOES,WOMEN'S      ",8435013950364,1,31.71, $ 31.71 ,20111017
IN,"SHOES,WOMEN'S      ",8435014561573,1,46.13, $ 46.13 ,20111017
IN,"SHOES,WOMEN'S      ",8435014561738,1,46.13, $ 46.13 ,20111017
IN,TABLE EXAM TREATMENT,653000TABLE,1,1377.00," $ 1,377.00 ",20111017
IN,"TABLE,WORK         ",7195002052863,3,647.61," $ 1,942.83 ",20111017
IN,"WRENCH,PIPE        ",5120002771462,5,42.61, $ 213.05 ,20111017
IN,FORKLIFT TOYOTA 6K,393000L009230,1,8500.00," $ 8,500.00 ",20111018
IN,PORTABLE SCALE,399000L0SCALE,1,8040.00," $ 8,040.00 ",20111018
IN,"PAD,KNEE           ",8415015302350,40,17.42, $ 696.80 ,20111018
IN,"GOGGLES,SUN,WIND AN",8465013288268,10,21.89, $ 218.90 ,20111018
IN,CAMERA DIGITAL D2X NIKON,672001C019170,10,4549.09," $ 45,490.90 ",20111018
IN,LOGITECH QUICKCAM,67200QUICKCAM,4,50.00, $ 200.00 ,20111018
IN,SOLDERING PENCIL,343900SOLDERI,1,35.00, $ 35.00 ,20111018
IN,PHOTOGRAPHIC LIGHTNING SB800,676000LENS,10,299.95," $ 2,999.50 ",20111018
IN,DISHWASHING MACHINE,7320010936227,1,18542.97," $ 18,542.97 ",20111019
IN,FRYER DEEP FAT,7310010343963,1,7973.00," $ 7,973.00 ",20111019
IN,STEAM TABLE        ,7310002051557,2,3362.21," $ 6,724.42 ",20111019
IN,TABLE BEVERAGE,732000TABLE,1,2654.00," $ 2,654.00 ",20111019
IN,VEGETABLE PEELING M,7320015868107,1,5236.61," $ 5,236.61 ",20111019
IN,REFRIGERATOR  ROLL THRU,4110010304783,1,9198.10," $ 9,198.10 ",20111019
IN,BAYONET-KNIFE      ,1095015063424,17,40.17, $ 682.89 ,20111019
IN,REFRIGERATOR SMALL 5 5 CU FT,411000REFRIGE,5,205.00," $ 1,025.00 ",20111024
IN,BED BUNK,710500BUNKBED,30,248.00," $ 7,440.00 ",20111024
IN,OVEN MICROWAVE,7310013176107,26,137.97," $ 3,587.22 ",20111024
IN,OVEN MICROWAVE,7310013176107,30,137.97," $ 4,139.10 ",20111024
IN,REFRIGERATOR SMALL 5 5 CU FT,411000REFRIGE,11,205.00," $ 2,255.00 ",20111024
IN,AMPLIFIER 1400 QSC,772000N841230,2,600.00," $ 1,200.00 ",20111025
IN,AMPLIFIER POWER PL 340QSC,772001N763088,2,1405.95," $ 2,811.90 ",20111025
IN,AMPLIFIER 1400 QSC,772000N841230,2,600.00," $ 1,200.00 ",20111025
IN,"SHIRT,COLD WEATHER ",8415014618356,5,57.62, $ 288.10 ,20111025
IN,"SAW,CIRCULAR,TABLE ",3220005414249,1,7395.00," $ 7,395.00 ",20111025
IN,"HAMMER,HAND        ",5120000618540,1,17.63, $ 17.63 ,20111025
IN,"SCREWDRIVER,FLAT TI",5120000107914,2,4.47, $ 8.94 ,20111025
IN,"SCREWDRIVER,OFFSET ",5120002872129,2,3.39, $ 6.78 ,20111025
IN,"SCREWDRIVER,RATCHET",5120002217097,1,64.29, $ 64.29 ,20111025
IN,"WRENCH,RATCHET     ",5120007772782,2,17.54, $ 35.08 ,20111025
IN,"SPECTACLE,COMBO PAC",4240015165361,24,40.46, $ 971.04 ,20111026
IN,"LAMP,INCANDESCENT  ",6240005040981,10,37.57, $ 375.70 ,20111026
IN,GRENADIER SET,8465014596582,2,74.32, $ 148.64 ,20111026
IN,CPCVX POWER ADAPTER,615000PWRADPT,30,136.50," $ 4,095.00 ",20111026
IN,CPCVX TOOL KIT COMMUNICATIONS,5180DSTOOLKIT,1,1070.00," $ 1,070.00 ",20111026
IN,"TOOL KIT,ELECTRONIC",5180012441290,2,650.00," $ 1,300.00 ",20111026
IN,"TOOL KIT,GENERAL ME",5180006995273,1,2235.35," $ 2,235.35 ",20111026
IN,"GLOVES,FUEL,HANDLER",8415015292621,6,54.11, $ 324.66 ,20111027
IN,"ROPE,FIBROUS       ",4020002905810,1,377.41, $ 377.41 ,20111027
IN,PICNIC TABLES  ASSORTED 8,7830DSRECGYME,2,150.00, $ 300.00 ,20111027
IN,"SEWING MACHINE,INDU",3530015191066,1,8212.90," $ 8,212.90 ",20111027
IN,"HOIST,CHAIN        ",3950002767437,1,1052.87," $ 1,052.87 ",20111027
IN,TRASH CONTAINERS  CEMENT,7195DSMISCFUR,4,125.00, $ 500.00 ,20111027
IN,"VEST,TACTICAL LOAD ",8415012968878,12,48.68, $ 584.16 ,20111027
IN,CABINET,7125DSCABINET,1,50.00, $ 50.00 ,20111027
IN,CABINETS,7110DSCABINE5,2,100.00, $ 200.00 ,20111027
IN,"DEPLOY,BAG,WHELD,KH",8465015195235,5,119.88, $ 599.40 ,20111027
IN,"POUCH,RADIO,MOLLE  ",8465014652057,4,10.20, $ 40.80 ,20111027
IN,RIFLEMAN SET,8465015250578,1,334.31, $ 334.31 ,20111028
IN,"POUCH,M4 THREE MAG ",8465015250598,20,18.51, $ 370.20 ,20111028
IN,"POUCH,M4 TWO MAG   ",8465015250606,20,5.44, $ 108.80 ,20111028
IN,SERVER RACKS WITH SERVERS,7021DSSERVER2,6,3000.00," $ 18,000.00 ",20111101
IN,"SEMITRAILER,VAN    ",2330007886289,1,27591.00," $ 27,591.00 ",20111101
IN,AEROBIC TRAINER,7830DSELLIPTI,1,3240.67," $ 3,240.67 ",20111101
IN,"BICYCLE,EXERCISE   ",7830012569914,2,2386.00," $ 4,772.00 ",20111101
IN,"SERVER,AUTOMATIC DA",7035015569060,2,8954.26," $ 17,908.52 ",20111101
IN,SERVER AUTOMATIC DA,7035015500439,6,500.00," $ 3,000.00 ",20111101
IN,TRUCK TRACTOR,2320010478753,1,70996.00," $ 70,996.00 ",20111101
IN,"TRUCK,WRECKER      ",2320010478754,1,125736.00," $ 125,736.00 ",20111101
IN,"HANDLE,SOCKET WRENC",5120015489068,2,17.64, $ 35.28 ,20111101
IN,"CLEANER,VACUUM,ELEC",7910002671206,1,1020.80," $ 1,020.80 ",20111101
IN,"SEMITRAILER,LOW BED",2330011631853,1,12174.00," $ 12,174.00 ",20111102
IN,CPCVX NOISE   VIBRATION UNIT,494000NOISE,1,750.00, $ 750.00 ,20111102
IN,JACKET  LEATHER  A2 FLYER,841500X020020,4,150.00, $ 600.00 ,20111102
IN,JUMPSUIT PARA GEAR MED BLK,841500MEDBLK,4,98.00, $ 392.00 ,20111102
IN,LASER SCANNER READER,702500LASERSC,1,480.00, $ 480.00 ,20111102
IN,MULTIMETER         ,6625012656000,1,556.33, $ 556.33 ,20111102
IN,WOOD CABINET,711000WOODCAB,2,40.00, $ 80.00 ,20111102
IN,WOOD COMPUTER STAND,711000WOODSTA,2,20.00, $ 40.00 ,20111102
IN,WOOD HUTCHES,711000WOODHUT,1,40.00, $ 40.00 ,20111102
IN,STORAGE  TV WARDROBE,7125TVSTAND,1,25.00, $ 25.00 ,20111102
IN,ADVANCE PAPOOSE HANDHELD VACU,7910VACUUM,1,600.00, $ 600.00 ,20111102
IN,DOCKING STATIONS,7025DOCKSTA,5,100.00, $ 500.00 ,20111102
IN,"JACKET,COLD WEATHER",8415015386747,3,59.91, $ 179.73 ,20111102
IN,CPCVX HOLSTER  CIVILIAN,8465DSHOLSTER,1,60.50, $ 60.50 ,20111102
IN,HOLSTER TAC WDC LH BER,8465DSHOLSTER,1,63.02, $ 63.02 ,20111102
IN,HOLSTER  CIVILIAN,8465DSHOLSTER,1,60.50, $ 60.50 ,20111102
IN,GLOVE SURGICAL STERILE LATEX,651500GLOVES0,1,62.35, $ 62.35 ,20111102
IN,SAW CHOP STILH,513001T935436,1,1084.16," $ 1,084.16 ",20111102
IN,SURGICAL GLOVES LATEX 6 ,651500GLOVES,1,53.57, $ 53.57 ,20111102
IN,"ELBOW,PAD          ",8415015302157,20,10.91, $ 218.20 ,20111102
IN,"MAT,SLEEPING       ",8465011093369,17,7.31, $ 124.27 ,20111102
IN,"PAD,KNEE           ",8415015302350,20,17.42, $ 348.40 ,20111102
IN,CPCVX CASE  SKB,814500SKBCASE,2,360.00, $ 720.00 ,20111102
IN,CPCVX FISHFINDER,781000FISHFIN,1,349.00, $ 349.00 ,20111102
IN,MPC CLIENT PRO,702100CPU,1,1100.00," $ 1,100.00 ",20111102
IN,MPC CLIENT PRO,702100CPU,1,1100.00," $ 1,100.00 ",20111102
IN,MPC CLIENT PRO,702100CPU,1,1100.00," $ 1,100.00 ",20111102
IN,MPC CLIENT PRO,702100CPU,1,1100.00," $ 1,100.00 ",20111102
IN,MPC CLIENT PRO,702100CPU,1,1100.00," $ 1,100.00 ",20111102
