COUNTY	AGENCY	PART NUMBER	ITEM	QUANTITY	UNIT	DATE SHIPPED	TYPE
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
JAMES CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
JAMES CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/13/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING AND QUEEN		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		5855-01-138-4749	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
KING GEORGE		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
KING GEORGE		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
KING GEORGE		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
KING GEORGE		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
KING GEORGE		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
KING WILLIAM		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	8/14/2006	TACTICAL
KING WILLIAM		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	8/14/2006	TACTICAL
KING WILLIAM		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	8/14/2006	TACTICAL
KING WILLIAM		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
KING WILLIAM		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
KING WILLIAM		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	3/31/2009	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	7/5/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	7/5/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
KING WILLIAM		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
LANCASTER		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	5/29/2008	TACTICAL
LOUDOUN		5855-01-FLI-R	DESC=FORWARD LOOKING IR	3	Each	3/23/2011	TACTICAL
LOUDOUN		5855-01-FLI-R	DESC=THERMAL IMAGER	3	Each	3/23/2011	TACTICAL
LOUDOUN		5855-01-447-8992	ILLUMINATOR,INFRARED	2	Each	3/15/2011	TACTICAL
LOUDOUN		1240-01-411-1265	SIGHT,REFLEX	1	Each	3/22/2011	TACTICAL
LOUDOUN		1240-01-411-1265	SIGHT,REFLEX	10	Each	3/24/2011	TACTICAL
LOUDOUN		1240-01-411-1265	SIGHT,REFLEX	1	Each	3/15/2011	TACTICAL
LOUDOUN		1240-01-540-3690	SIGHT,REFLEX	5	Each	3/24/2011	TACTICAL
LOUDOUN		1240-01-411-6350	TELESCOPE,STRAIGHT	10	Each	2/24/2011	TACTICAL
LOUDOUN		6650-00-530-0960	TELESCOPE,STRAIGHT	1	Each	4/12/2011	TACTICAL
LOUDOUN		2320-01-107-7156	TRUCK,UTILITY	1	Each	11/14/2012	TACTICAL
LOUDOUN		2320-01-107-7156	TRUCK,UTILITY	1	Each	11/14/2012	TACTICAL
LOUDOUN		2320-01-128-9551	TRUCK,UTILITY	1	Each	4/23/2014	TACTICAL
LOUDOUN		2320-01-128-9552	TRUCK,UTILITY	1	Each	12/18/2013	TACTICAL
LOUDOUN		2320-01-146-7191	TRUCK,UTILITY	1	Each	4/30/2014	TACTICAL
LOUDOUN		2320-01-371-9584	TRUCK,UTILITY	1	Each	12/18/2013	TACTICAL
LOUDOUN		2320-01-371-9584	TRUCK,UTILITY	1	Each	12/18/2013	TACTICAL
LUNENBURG		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/17/2006	TACTICAL
LUNENBURG		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/17/2006	TACTICAL
LUNENBURG		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/17/2006	TACTICAL
LUNENBURG		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/16/2008	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/6/2006	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/6/2006	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/6/2006	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	11/15/2011	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	11/15/2011	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	11/15/2011	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	3/8/2006	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	11/15/2011	TACTICAL
LUNENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	11/15/2011	TACTICAL
LUNENBURG		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
LUNENBURG		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	4/1/2010	TACTICAL
MADISON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/17/2006	TACTICAL
MADISON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/17/2006	TACTICAL
MADISON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/17/2006	TACTICAL
MADISON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/17/2006	TACTICAL
MADISON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	10/17/2006	TACTICAL
MADISON		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	2/22/2007	TACTICAL
MADISON		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	2/22/2007	TACTICAL
MADISON		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	2/22/2007	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MANASSAS CITY		1240-01-411-1265	SIGHT,REFLEX	10	Each	8/13/2012	TACTICAL
MANASSAS CITY		2320-01-146-7193	TRUCK,UTILITY	1	Each	8/23/2012	TACTICAL
MANASSAS CITY		2320-01-146-7193	TRUCK,UTILITY	1	Each	8/16/2012	TACTICAL
MARTINSVILLE CITY		1385-01-456-9129	MK3MOD0	1	Each	10/3/2013	TACTICAL
MARTINSVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MARTINSVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
MATHEWS		1080-01-457-2956	CAMOUFLAGE NET SYSTEM,RADAR SCATTERING	20	Each	3/30/2011	TACTICAL
MATHEWS		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	8/22/2007	TACTICAL
MATHEWS		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	8/22/2007	TACTICAL
MATHEWS		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	8/22/2007	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	3/11/2009	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	3/11/2009	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/30/2008	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/8/2008	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/8/2008	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/8/2008	TACTICAL
MECKLENBURG		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/8/2008	TACTICAL
MECKLENBURG		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
MECKLENBURG		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
MECKLENBURG		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
MECKLENBURG		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
MIDDLESEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MIDDLESEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MIDDLESEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MIDDLESEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
MIDDLESEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
MIDDLESEX		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	2/9/2009	TACTICAL
MONTGOMERY		2355-01-590-1660	MINE RESISTANT VEHICLE	1	Each	5/12/2014	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/17/2006	TACTICAL
MONTGOMERY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	3/8/2013	TACTICAL
