STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY,TOTAL_COST,SHIP_DATE
MI,"HELMET,ALTERNATE   ",8470-01-510-1361,1,4132.00,08-MAY-2012
MI,RADIO SET,5820-01-485-2371,1,0.00,08-MAY-2012
MI,"X-RAY APPARATUS,RADIOGRAPHIC,INDUSTRIAL",6635-01-485-7933,1,4526.00,08-MAY-2012
MI,"ALL IN ONE PRINTER, FAX, SCANNER",7025-DS-ALL-IN1P,1,1500.00,08-MAR-2013
MI,CLEVIS ASSY        ,1670-01-162-2372,20,145.00,08-MAR-2013
MI,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,6220-DS-VEH-LIGH,1,585.00,08-MAR-2013
MI,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,6220-DS-VEH-LIGH,5,2925.00,08-MAR-2013
MI,INDIVIDUAL CASE,8465-DS-CAS-ECAR,5,308.60,08-MAR-2013
MI,INDIVIDUAL CASE,8465-DS-CAS-ECAR,10,617.20,08-MAR-2013
MI,INDIVIDUAL CASE,8465-DS-CAS-ECAR,11,678.92,08-MAR-2013
MI,INDIVIDUAL CASE,8465-DS-CAS-ECAR,20,1234.40,08-MAR-2013
MI,"LITTER,FOLDING,RIGID POLE",6530-01-380-7309,2,629.90,08-MAR-2013
MI,LUGGAGE,8460-DS-LUG-GAGE,3,120.00,08-MAR-2013
MI,"PAD,SHOULDER,CONTACT SPORTS",8415-01-519-7810,6,951.24,08-MAR-2013
MI,"PUMP UNIT,CENTRIFUGAL",4320-01-211-9464,2,2577.04,08-MAR-2013
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,08-MAR-2013
MI,SHACKLE,4030-01-184-5839,8,2558.16,08-MAR-2013
MI,"SHELL,CARGO,VEHICUL",2510-01-366-6968,1,4913.55,08-MAR-2013
MI,"SHIRT,COLD WEATHER",8415-01-228-1356,20,543.20,08-MAR-2013
MI,"SHIRT,COLD WEATHER",8415-01-461-8341,2,118.78,08-MAR-2013
MI,"TROUSERS,MEN'S",8405-01-342-0008,10,378.30,08-MAR-2013
MI,"WIRE ROPE ASSEMBLY,SINGLE LEG",4010-00-780-5513,3,902.88,08-MAR-2013
MI,"ARMOR,SUPPLEMENTAL,SMALL ARMS-FRAGMENTATION PROTECTIVE",2540-01-567-8867,1,1790.24,08-MAR-2012
MI,"BARREL,PISTOL",1005-01-204-4337,2,161.90,08-MAR-2012
MI,"BOLT,BREECH",1005-01-505-1035,1,52.75,08-MAR-2012
MI,NIGHT VISION GOGGLE,5855-01-228-0937,1,3578.00,08-MAR-2012
MI,NIGHT VISION GOGGLE,5855-01-228-0939,1,6000.00,08-MAR-2012
MI,"RANGE FINDER,LASER",1240-01-490-3413,1,0.00,08-MAR-2012
MI,"WINCH,DRUM,POWER OPERATED",3950-01-555-5442,1,9744.00,08-MAR-2012
MI,"PAD SET,SUSPENSION SYSTEM,ACH",8470-01-476-5643,25,1597.00,08-JUN-2013
MI,"SHEET,METAL",9535-01-367-8114,1,1483.94,08-JUN-2013
MI,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,08-JUL-2013
MI,"CENTRIFUGE,LABORATORY",6640-00-930-9034,3,8092.05,08-JAN-2013
MI,"BEAKER,LABORATORY",6640-00-982-1291,38,563.16,08-FEB-2013
MI,"KIT,TACTICAL TRIPOD",1005-01-543-2187,10,11690.00,08-FEB-2013
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,08-FEB-2013
MI,"SCREW,TAPPING",5305-01-336-9467,100,31.00,08-FEB-2013
MI,"STRAP,WRIST GROUNDING",4240-01-075-9170,5,90.45,08-FEB-2013
MI,"SWITCH,PUSH",5930-00-660-4216,5,35.95,08-FEB-2013
MI,"CAM,BURST          ",1005-01-148-0172,12,33.84,08-DEC-2011
MI,"SIGHT,REFLEX",1240-01-411-1265,19,6232.00,08-DEC-2011
MI,"SPRING,HELICAL,TORSION",5360-01-136-5471,12,3.00,08-DEC-2011
MI,"MAGAZINE,CARTRIDGE",1005-00-550-8694,8,33.84,08-AUG-2013
MI,"MAGAZINE,CARTRIDGE",1005-00-550-8694,24,101.52,08-AUG-2013
MI,"TAPE,PRESSURE SENSITIVE ADHESIVE",7510-00-074-5124,16,236.80,08-AUG-2013
MI,"TOOL KIT,GENERAL MECHANIC'S",5180-01-502-7204,3,18309.00,08-AUG-2013
MI,"TRAILER,GENERATOR",2330-01-392-2936,2,8002.00,08-AUG-2013
MI,"BARREL,CARBINE",1005-01-471-5456,3,972.00,08-AUG-2012
MI,"NEEDLE,SUTURE",6515-00-350-9680,100,1260.00,08-AUG-2012
MI,"NEEDLE,SUTURE",6515-00-351-1240,1,1.15,08-AUG-2012
MI,"NEEDLE,SUTURE",6515-00-352-4500,100,1190.00,08-AUG-2012
MI,"NEEDLE,SUTURE",6515-00-352-4540,5,41.40,08-AUG-2012
MI,"NEEDLE,SUTURE",6515-00-352-4540,100,828.00,08-AUG-2012
MI,"OVERALLS,COMBAT VEHICLE CREWMEN'S",8415-01-111-5031,10,1968.60,08-AUG-2012
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,08-AUG-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,08-AUG-2012
MI,"TOOL KIT,HYDRAULIC ",5180-00-323-4891,3,3576.00,08-AUG-2012
MI,"TOOL KIT,LINEMAN'S",5180-00-408-1350,1,1136.68,07-SEP-2013
MI,"MAGAZINE,CARTRIDGE",1005-00-056-2237,169,1607.19,07-OCT-2011
MI,"TOOL KIT,RESCUE,OROPHARYNGEAL AIRWAY",6515-01-515-0151,1,87.52,07-NOV-2012
MI,"MAGAZINE,CARTRIDGE",1005-00-921-5004,40,372.40,07-NOV-2011
MI,"BIPOD,RIFLE",1005-00-890-2609,12,296.28,07-MAY-2013
MI,FITTING ASSORTMENT,4910-01-213-1644,2,2220.34,07-MAY-2013
MI,"OVERALLS,COLD WEATHER",8415-01-472-6918,2,86.74,07-MAY-2013
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,07-MAY-2013
MI,"TRUCK,AMBULANCE",2310-01-111-2275,1,71900.00,07-MAY-2012
MI,"ANGLE,STRUCTURAL",9540-01-495-0453,250,462.50,07-MAR-2013
MI,"CHAIN ASSEMBLY,SINGLE LEG",4010-00-176-7934,3,515.07,07-MAR-2013
MI,"GENERATOR,ALTERNATING CURRENT",6115-01-050-5485,1,3188.00,07-MAR-2013
MI,"MASK,FACE,IMPACT PROTECTIVE",8415-01-519-7752,1,23.34,07-MAR-2013
MI,PERSONNEL IDENTIFICATION BAND KIT,8465-00-143-0928,2,4636.94,07-MAR-2013
MI,"RANGE FINDER,LASER",1240-01-504-2221,8,164008.00,07-MAR-2013
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,07-MAR-2013
MI,"SOCKET SET,SOCKET WRENCH",5120-01-113-8076,2,439.88,07-MAR-2013
MI,"ARMOR SET,SUPPLEMENTAL,SMALL ARMS-FRAGMENTATION PROTECTIVE",2540-01-543-8325,2,37160.00,07-MAR-2012
MI,"CAMOUFLAGE SCREENING SYSTEM,SNOW LIGHT WEIGHT RADAR TRANSPARENT",1080-00-103-1234,2,1292.00,07-MAR-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,07-MAR-2012
MI,"TRUCK,UTILITY",2320-01-107-7153,1,47069.00,07-MAR-2012
MI,"PAD SET,SUSPENSION SYSTEM,ACH",8470-01-476-5643,200,12776.00,07-JUN-2013
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,07-JUN-2013
MI,"ARMOR, PERSONAL",8470-DS-BOD-YARM,3,1485.00,07-JUN-2012
MI,BINOCULAR,1240-01-499-3547,32,11360.00,07-JUN-2012
MI,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,07-JUN-2012
MI,"TRUCK,UTILITY",2320-01-371-9577,1,44722.00,07-JUN-2012
MI,"MASK,FACE,NIGHT VISION",5855-01-549-3144,3,2009.28,07-JUL-2013
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,07-JUL-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,07-JUL-2012
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,07-JAN-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,07-JAN-2012
MI,"TOOL BOX,PORTABLE",5140-01-268-4740,1,722.29,07-FEB-2013
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,07-DEC-2012
MI,"LEVER,LOCK-RELEASE",5340-01-144-1499,6,20.40,07-DEC-2011
MI,"PISTOL,CALIBER .45,AUTOMATIC",1005-00-726-5655,1,58.71,07-AUG-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,07-AUG-2012
MI,"SHOTGUN,12 GAGE,RIOT TYPE",1005-00-921-5483,1,108.00,07-AUG-2012
MI,ARMOR PLATE,9515-01-483-6883,30,141389.10,07-APR-2012
MI,"ANGLE,STRUCTURAL",9540-00-145-8454,73,400.77,06-SEP-2013
MI,MINE RESISTANT VEHICLE,2355-01-553-4634,1,658000.00,06-SEP-2013
MI,MINE RESISTANT VEHICLE,2355-01-555-0908,1,412000.00,06-SEP-2013
MI,"PISTON,BLEED VALVE ",2840-01-089-0427,2,173.84,06-OCT-2011
MI,"RAIL COVER,2 RIB   ",1005-01-453-4228,38,19.00,06-OCT-2011
MI,"SPRING,ASSEMBLY,EXTRACTOR",1005-01-424-5899,50,40.00,06-OCT-2011
MI,"SPRING,HAMMER      ",1005-01-144-1492,25,26.50,06-OCT-2011
MI,"CONDUCTOR SPLICE,REEL FORM",5940-00-574-7675,100,4687.00,06-NOV-2012
MI,POWER SUPPLY,6130-01-563-8045,2,148.96,06-NOV-2012
MI,"TERMINAL,LUG",5940-00-983-4067,250,102.50,06-NOV-2012
MI,"TERMINAL,LUG",5940-01-387-9395,100,15.00,06-NOV-2012
MI,MEDICAL SIMULATION EQUIPMENT,6515-DS-SIM-ULA0,1,302.62,06-MAY-2013
MI,"ADAPTER,K-BAR,MOLLE",8465-01-491-7525,25,46.75,06-MAR-2013
MI,"BELT,CEREMONIAL",8440-01-249-8357,5,289.60,06-MAR-2013
MI,"BOOTS,FLYERS'",8430-00-822-5326,3,232.89,06-MAR-2013
MI,"CORD,FIBROUS",4020-00-965-0435,1,394.52,06-MAR-2013
MI,"HOOK,BOAT",2040-01-543-2929,3,73.65,06-MAR-2013
MI,"MES,COMBAT LIFESAVER-1999",6545-01-254-9551,17,3313.30,06-MAR-2013
MI,PERSONNEL IDENTIFICATION BAND KIT,8465-00-143-0928,5,11592.35,06-MAR-2013
MI,"PITON,MOUNTAIN",8465-01-322-7425,40,560.80,06-MAR-2013
MI,"REFRIGERATOR,SOLID STATE,BIOLOGICALS",4110-01-451-2356,2,23714.00,06-MAR-2013
MI,SEARCHLIGHT,6230-01-244-5055,3,16626.00,06-MAR-2013
MI,"STOPPER,MOUNTAIN",8465-01-319-4688,25,76.00,06-MAR-2013
MI,"STOPPER,MOUNTAIN",8465-01-319-4688,30,91.20,06-MAR-2013
MI,"TROUSERS,SNOW CAMOUFLAGE",8415-00-935-0576,5,258.85,06-MAR-2013
MI,"ANALYZER SET,ENGINE",4910-01-222-6589,1,7248.00,06-MAR-2012
MI,"BOX MAGAZINE,AMMUNITION",1005-00-169-6945,1,139.35,06-MAR-2012
MI,"BUTTSTOCK,SUBASSEMBLY",1005-01-480-6668,2,91.10,06-MAR-2012
MI,"CAM,FI,ED          ",1005-00-344-6488,1,168.53,06-MAR-2012
MI,"COVER,PROTECTIVE,RIGHT",1005-00-809-2190,1,40.74,06-MAR-2012
MI,"FILLER AND BLEEDER,HYDRAULIC SYSTEM,POWER OPERATED",4910-01-239-0022,1,2603.84,06-MAR-2012
MI,"FORDING KIT,DEEP WA",2540-01-053-5146,2,1045.68,06-MAR-2012
MI,"FORE END,GUN",1005-00-477-5014,2,44.54,06-MAR-2012
MI,"GRIP,PISTOL",1005-01-306-9442,1,2.95,06-MAR-2012
MI,"GRIP,PISTOL",1005-01-480-7094,2,98.74,06-MAR-2012
MI,"GRIP,RIFLE",1005-01-148-4805,2,4.88,06-MAR-2012
MI,"KIT,GROUND HOP SUPPORT",4910-01-131-1934,1,1739.00,06-MAR-2012
MI,"LIGHT,THUNDERSTORM ",6220-01-492-4781,1,3561.67,06-MAR-2012
MI,"PARTS KIT,FRAG 5,DO",2541-01-551-3194,1,27816.00,06-MAR-2012
MI,"SEAT,VEHICULAR",2540-01-577-6060,4,13639.88,06-MAR-2012
MI,"POCKET,PYROTECHNIC ",8465-01-532-2393,30,184.20,06-JUN-2013
MI,SHACKLE,4030-01-564-5781,10,91.00,06-JUN-2013
MI,"HARDWARE KIT,MECHANIC EQUIPMENT",5340-01-380-8283,1,185.49,06-JUN-2012
MI,"MARKER,CAUTION     ",1560-00-757-3512,25,81.50,06-JUN-2012
MI,"PISTOL,CALIBER .45,AUTOMATIC",1005-00-726-5655,1,58.71,06-JUN-2012
MI,"PRINTER,AUTOMATIC DATA PROCESSING",7025-01-572-8187,2,0.00,06-JUN-2012
MI,"REVOLVER,CALIBER .38 SPECIAL",1005-00-937-5840,1,0.00,06-JUN-2012
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,06-JUN-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,06-JUN-2012
MI,"SIGHT,CHECK,OPTICAL",1240-01-474-0196,7,0.00,06-JUN-2012
MI,GEAR RACK,3020-01-083-3075,5,794.55,06-JUL-2012
MI,"RESPIRATOR,AIR FILTERING",4240-01-248-8038,3,45.66,06-JUL-2012
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,06-JUL-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,06-JUL-2012
MI,NIGHT VISION SIGHT ,5855-01-020-2211,1,0.00,06-JAN-2012
MI,"SIGHT,REFLEX",1240-01-411-1265,3,984.00,06-JAN-2012
MI,"SIGHT,REFLEX",1240-01-411-1265,5,1640.00,06-JAN-2012
MI,ASSAULT PACK       ,8465-01-524-5250,40,3611.20,06-FEB-2013
MI,"BAG,CLOTHING",8465-00-261-6909,200,2866.00,06-FEB-2013
MI,BANDOLEER AMMUNITION POUCHES,8465-01-524-7309,100,1032.00,06-FEB-2013
MI,"BELT,INDIVIDUAL EQUIPMENT",8465-01-574-0453,100,3766.00,06-FEB-2013
MI,BINOCULAR,1240-00-930-3833,19,5282.95,06-FEB-2013
MI,"COVER,BIVY         ",8465-01-547-2644,10,1397.60,06-FEB-2013
MI,DEFIBRULATOR,6515-DS-DEF-IBRI,1,500.00,06-FEB-2013
MI,DEFIBRULATOR,6515-DS-DEF-IBRI,1,3670.00,06-FEB-2013
MI,DEFIBRULATOR,6515-DS-DEF-IBRI,1,3693.49,06-FEB-2013
MI,"GLOVE SHELLS,COLD WEATHER",8415-01-319-5116,20,922.60,06-FEB-2013
MI,"GLOVES, COLD WEATHER",8415-DS-GLO-VESW,68,1428.00,06-FEB-2013
MI,"GLOVES, COLD WEATHER",8415-DS-GLO-VESW,80,1680.00,06-FEB-2013
MI,"JACKET,COLD WEATHER",8415-01-538-6768,20,1290.60,06-FEB-2013
MI,"JACKET,PHYSICAL FITNESS",8415-01-518-4611,10,642.00,06-FEB-2013
MI,MEDIC BAG          ,8465-01-524-7635,5,625.00,06-FEB-2013
MI,"MULTI-TOOL,FOLDING,POCKET",5110-01-394-6252,2,120.18,06-FEB-2013
MI,"OVERALLS,COLD WEATHER",8415-01-472-6915,20,867.40,06-FEB-2013
MI,"POUCH,M4 THREE MAG ",8465-01-525-0598,80,1480.80,06-FEB-2013
MI,RIFLEMAN SET       ,8465-01-525-0578,2,674.98,06-FEB-2013
MI,RUCKSACK LARGE FIELD PACK,8465-01-524-5285,5,418.20,06-FEB-2013
MI,"SAW,CIRCULAR,PORTABLE,ELECTRIC",5130-00-889-8991,1,712.48,06-FEB-2013
MI,"SHIRT,COLD WEATHER",8415-01-461-8356,20,1209.00,06-FEB-2013
MI,"SURGICAL INSTRUMENT SET,MINOR SURGERY",6545-00-957-7650,3,438.87,06-FEB-2013
MI,"TELESCOPE,NON-INVERTING INFRARED",5855-01-532-3516,6,6216.36,06-FEB-2013
MI,"TOOL KIT,GENERAL MECHANIC'S",5180-00-177-7033,5,5054.30,06-FEB-2013
MI,"TOOL KIT,GENERAL MECHANIC'S",5180-00-699-5273,1,2235.35,06-FEB-2013
MI,"TOOL KIT,GENERAL MECHANIC'S",5180-00-699-5273,3,6706.05,06-FEB-2013
MI,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",5180-00-357-7770,1,956.00,06-FEB-2013
MI,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",5180-00-357-7770,3,2868.00,06-FEB-2013
MI,"CAMERA, DIGITAL",6720-DS-DIG-ITA0,30,25244.40,06-DEC-2012
MI,"COMPASS,MAGNETIC,UNMOUNTED",6605-01-383-2149,50,4389.00,06-DEC-2012
MI,"HAND TOOLS, NONEDGED, NONPOWERED",5120-DS-HAN-DTOO,1,2500.00,06-DEC-2012
MI,OFFICE SUPPLIES,7510-DS-BAT-7510,8,0.00,06-DEC-2012
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,06-DEC-2012
MI,SEARCHLIGHT,6220-01-588-3002,8,13113.92,06-AUG-2013
MI,"SIGHT,REFLEX",1240-01-540-3690,11,3608.00,06-AUG-2013
MI,TOOL ASSEMBLY      ,5120-01-539-7003,1,1556.04,06-AUG-2013
MI,"MEAL,INDIVIDUAL",8970-00-149-1094,20,1828.40,06-AUG-2012
MI,"RIVET,SOLID",5320-00-608-5032,3,45.99,06-AUG-2012
MI,"UNDERSHIRT,COLD WEATHER",8415-01-475-4271,100,1434.00,06-APR-2013
MI,BINOCULAR,1240-01-207-5787,5,1710.00,06-APR-2012
MI,"HELMET,FLYER'S",8475-01-360-9314,10,2194.90,06-APR-2012
MI,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,06-APR-2012
MI,"TRUCK,UTILITY",2320-01-346-9317,1,55500.00,06-APR-2012
MI,EXTERIOR BUNDLE LRIP 11,2355-01-583-0929,1,1113.00,05-SEP-2013
MI,"HARDWARE KIT,ELECTRONIC EQUIPMENT",5340-01-571-4006,1,13232.84,05-SEP-2013
MI,MINE RESISTANT VEHICLE,2355-01-553-4634,1,658000.00,05-SEP-2013
MI,MINE RESISTANT VEHICLE,2355-01-555-0908,1,412000.00,05-SEP-2013
MI,"TOOL KIT,GENERAL MECHANIC'S",5180-01-235-0461,1,6605.00,05-SEP-2013
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,05-SEP-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,05-OCT-2012
MI,"SHOTGUN,12 GAGE,RIOT TYPE",1005-00-921-5483,1,108.00,05-OCT-2012
MI,BOARD,7195-DS-BOA-RD02,1,150.00,05-NOV-2012
MI,"CHAIR, OFFICE",7110-DS-CHA-IR02,30,1500.00,05-NOV-2012
MI,"COMPUTER,DIGITAL",7021-01-553-9928,6,17384.40,05-NOV-2012
MI,FLAT PANEL MONITOR,7025-DS-FLA-TPAN,6,900.00,05-NOV-2012
MI,"HOSE ASSEMBLY,NONMETALLIC,FIRE FIGHTING",4210-00-289-6123,8,331.12,05-NOV-2012
MI,"LADDER, SCAFFOLDING",5440-DS-LAD-DER2,3,300.00,05-NOV-2012
MI,MISCELLANEOUS FURNITURE AND FIXTURES,7195-DS-MIS-CFUR,1,200.00,05-NOV-2012
MI,MODULAR FURNATURE,7110-DS-MOD-ULAR,1,600.00,05-NOV-2012
MI,"PISTOL,CALIBER .45,AUTOMATIC",1005-00-726-5655,1,58.71,05-NOV-2012
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,05-NOV-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,05-NOV-2012
MI,"TABLE, OFFICE",7110-DS-TAB-LE02,1,75.00,05-NOV-2012
MI,"TABLE, OFFICE",7110-DS-TAB-LE02,2,150.00,05-NOV-2012
MI,"BAG,CLOTHING",8465-01-559-5404,10,324.70,05-MAY-2013
MI,"BOOTLINERS,DIVERS  ",4220-01-335-4240,7,547.40,05-MAY-2013
MI,FIELD PACK,8465-01-515-8620,25,5741.75,05-MAY-2013
MI,FIELD PACK,8465-01-515-8620,40,9186.80,05-MAY-2013
MI,No Item Name Available,6510-01-511-3210,2,216.20,05-MAY-2013
MI,"SUTURE,NONABSORBABLE,SURGICAL",6515-00-405-4007,5,160.50,05-MAY-2013
MI,"SWITCH,KNIFE",5930-01-191-2888,3,569.28,05-MAY-2013
MI,"ANGLE,STRUCTURAL",9540-01-072-4784,12,62.88,05-MAR-2013
MI,"ANGLE,STRUCTURAL",9540-01-495-0453,12,22.20,05-MAR-2013
MI,"COMPUTER,TACTICAL",7022-01-535-8774,6,55206.00,05-MAR-2013
MI,"DAY TANK,FUEL      ",6115-01-162-5029,4,1390.20,05-MAR-2013
MI,"DRILLING MACHINE,UPRIGHT",3413-00-165-4136,1,652.28,05-MAR-2013
MI,"EXERCISE MACHINE,STATIONARY BICYCLE",7830-01-256-9914,1,2386.00,05-MAR-2013
MI,"FILE,THREAD RESTORER",5110-00-516-3812,2,12.66,05-MAR-2013
MI,"INTRENCHING TOOL,HAND",5120-00-878-5932,4,179.60,05-MAR-2013
MI,"LIFE PRESERVER,VEST",4220-01-454-6136,12,837.00,05-MAR-2013
MI,"MAGAZINE,CARTRIDGE",1005-00-550-8694,8,33.84,05-MAR-2013
MI,"MONITOR, COMPUTER",7025-DS-MON-IT08,2,1000.00,05-MAR-2013
MI,"MOUNT,QUICK RELEASE ASSEMBLY",1240-01-439-7265,20,816.60,05-MAR-2013
MI,"OVERALLS,COLD WEATHER",8415-01-472-6918,30,1301.10,05-MAR-2013
MI,"PITON,MOUNTAIN",8465-01-322-7425,30,420.60,05-MAR-2013
MI,"PITON,MOUNTAIN",8465-01-322-7427,1,6.89,05-MAR-2013
MI,"PITON,MOUNTAIN",8465-01-322-7427,40,275.60,05-MAR-2013
MI,"POCKET,MAGAZINE    ",8465-01-532-2304,12,106.56,05-MAR-2013
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,05-MAR-2013
MI,SAFE,7110-DS-SAF-E000,2,4067.56,05-MAR-2013
MI,"SETS, KITS, AND OUTFITS OF HAND TOOLS",5180-DS-TOO-LKIT,1,200.00,05-MAR-2013
MI,"SIGHT,REFLEX",1240-01-411-1265,4,1312.00,05-MAR-2013
MI,"SLING,SMALL ARMS",1005-01-541-1771,40,866.80,05-MAR-2013
MI,SPARE PARTS KIT    ,1005-00-477-5687,10,3135.00,05-MAR-2013
MI,SPOTLIGHT,6230-00-299-6674,2,698.04,05-MAR-2013
MI,"STRAP,INVOLUNTARY,RESTRAINT",8465-01-514-8590,177,2985.99,05-MAR-2013
MI,"TOOL KIT,GENERAL MECHANIC'S",5180-00-699-5273,1,2235.35,05-MAR-2013
MI,"TOWBAR,MOTOR VEHICLE",2540-01-577-3683,1,2502.07,05-MAR-2013
MI,"TROUSERS,SNOW CAMOUFLAGE",8415-00-935-0577,50,2588.50,05-MAR-2013
MI,"VEST,TACTICAL LOAD CARRYING",8415-01-296-8878,4,196.56,05-MAR-2013
MI,VIDEO RECORDING AND REPRODUCING EQUIPMEN,5836-DS-VID-EORE,1,799.99,05-MAR-2013
MI,"WRENCH,IMPACT,PNEUMATIC",5130-00-184-1427,1,307.63,05-MAR-2013
MI,"BOX,CENTRAL CONTROL UNIT",2540-01-563-3174,2,15215.02,05-JUN-2013
MI,"CRANE,FLOOR,PORTABLE",3950-01-417-8039,2,10104.06,05-JUN-2013
MI,"GOGGLES,INDUSTRIAL",4240-00-052-3776,11,37.62,05-JUN-2013
MI,HEADLIGHT,6220-01-288-9629,9,572.31,05-JUN-2013
MI,"SHEET,METAL",9515-00-204-4617,2,4546.94,05-JUN-2013
MI,"SHEET,METAL",9535-00-993-8774,3,2741.55,05-JUN-2013
MI,"SPECTACLES,INDUSTRIAL",4240-01-268-1734,30,82.80,05-JUN-2013
MI,SPOTLIGHT,6220-00-790-7780,2,1114.94,05-JUN-2013
MI,"STRAP,RETAINING",5340-01-569-7214,4,223.20,05-JUN-2013
MI,"TRUCK,UTILITY",2320-01-128-9551,1,47989.00,05-JUN-2013
MI,"WRENCH,TORQUE",5120-01-236-5707,3,730.02,05-JUN-2013
MI,SPOTLIGHT,6230-01-507-1222,2,584.46,05-JUL-2013
MI,SWEAT PANTS,8415-01-490-6829,20,972.80,05-JUL-2013
MI,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,05-JUL-2012
MI,"TOOL KIT,COMPRESSOR",5180-01-267-2907,4,1972.00,05-JAN-2013
MI,"SIGHT,REFLEX",1240-01-411-1265,2,656.00,05-JAN-2012
MI,"SIGHT,REFLEX",1240-01-411-1265,5,1640.00,05-JAN-2012
MI,"ALL TERRAIN VEHICLE, 4 WHEEL",2340-DS-ATV-4WHE,2,10000.02,05-FEB-2013
MI,"CHEST,AMMUNITION",8140-00-960-1699,5,55.50,05-FEB-2013
MI,COMPUTER SYSTEMS LAPTOP,7010-DS-LAP-TOPS,2,3397.12,05-FEB-2013
MI,"JACKET,COLD WEATHER",8415-01-538-6768,15,967.95,05-FEB-2013
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,05-FEB-2013
MI,"ALL TERRAIN VEHICLE, 4 WHEEL",2340-DS-ATV-4WHE,1,2000.00,05-DEC-2012
MI,"ALL TERRAIN VEHICLE, 4 WHEEL",2340-DS-ATV-4WHE,1,11000.00,05-DEC-2012
MI,"ALL TERRAIN VEHICLE, 4 WHEEL",2340-DS-ATV-4WHE,3,6000.00,05-DEC-2012
MI,DEFIBRULATOR,6515-DS-DEF-IBRI,1,0.00,05-DEC-2012
MI,"FIBERSCOPE,TRACHEAL INTUBATION",6515-01-397-5258,1,8919.65,05-DEC-2012
MI,"HOOD,COLD WEATHER",8415-01-310-0606,30,281.10,05-DEC-2012
MI,"HVASC,SUPPLY,GREEN ",5411-01-522-4821,1,6518.32,05-DEC-2012
MI,MODULAR SLEEP SYSTEM,8465-01-445-6274,7,1847.65,05-DEC-2012
MI,"OVERALLS,COLD WEATHER",8415-01-472-6912,5,216.85,05-DEC-2012
MI,"OVERALLS,COLD WEATHER",8415-01-472-6915,25,1084.25,05-DEC-2012
MI,"OVERALLS,COLD WEATHER",8415-01-472-6917,10,433.70,05-DEC-2012
MI,"OVERALLS,COLD WEATHER",8415-01-472-6917,30,1301.10,05-DEC-2012
MI,"OVERALLS,COLD WEATHER",8415-01-472-6918,15,650.55,05-DEC-2012
MI,"PARKA,EXTREME COLD WEATHER",8415-00-376-1710,15,1535.70,05-DEC-2012
MI,"PARKA,EXTREME COLD WEATHER",8415-00-376-1734,10,1023.80,05-DEC-2012
MI,"POUCH,INDIVIDUAL FIRST AID KIT",8465-01-531-3647,50,619.50,05-DEC-2012
MI,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,05-DEC-2012
MI,"COVER,FLOTATION DE ",4220-01-461-8682,25,6365.50,05-DEC-2011
MI,"COVER,HEATER,ARTIC ",2540-01-197-5452,1,31.42,05-AUG-2012
MI,"NOZZLE,WINDOW WASHER",2540-01-292-8598,2,46.92,05-AUG-2012
MI,"BOOTS,COLD WEATHER",8430-01-527-8565,15,1817.10,05-APR-2013
