,,M.,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,Propose act by communication system - child solicitation (1 count) ................................................................ 6,
,,"Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts","Additional Offenses Total the maximum penalties for additional offenses, including counts",,,,,,,,,,,,,,
,,Primary offense:,Primary offense:,Primary offense:,Primary offense:,Primary offense:,,All other offenses,All other offenses,All other offenses,All other offenses,All other offenses,All other offenses,All other offenses,All other offenses,All other offenses,,,,,,,Primary offense:,Primary offense:,Primary offense:,Primary offense:,Primary offense:,,"Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn","Production, Possession Child Porn",
,,Years,,,,,,,,,,,,,,,,,,Points,Points,Points,Years,,,,,,,,,,,,,,,,,,Points,Points,Points,
,,5-26,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,1,5-26,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,2,
,,27 - 52,27 - 52,,,,,,,,,,,,,,,,,,,2,27 - 52,27 - 52,,,,,,,,,,,,,,,,,,,3,
,,,,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,,,,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,,
,,53 or more,53 or more,53 or more,,,,,,,,,,,,,,,,,,3,53 or more,53 or more,53 or more,,,,,,,,,,,,,,,,,,4,
,,,,,○,○,○,○,○,○,○,○,,○,○,○,○,○,○,○,○,,,,,○,○,○,○,,○,○,○,○,○,○,○,○,○,○,○,○,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
