Date,,Offense,Street,Subdivision,Zip,E.D.,Area
6/24/2002,SHOOT OR THROW MISSILES AT OCC,,SHOWALTER ROAD,73,23692,4,200
5/8/2002,GRAND LARCENY,,SHOWALTER ROAD,73,23692,4,200
9/30/2002,DRIVING UNDER THE INFLUENCE OF,,SHOWALTER ROAD,73,23692,4,200
8/15/2002,TRESPASSING,,SHOWALTER ROAD,73,23692,4,200
10/17/2002,THREATEN TO BURN,,SHOWALTER ROAD,73,23692,4,200
10/23/2002,"ASSAULT, SIMPLE, DOMESTIC",,SHOWALTER ROAD,73,23692,4,200
11/6/2002,CITIZEN REQUESTED ASSISTANCE,,SHOWALTER ROAD,73,23692,4,200
3/14/2002,FALSE ID (IDENTITY FRAUD),,SHOWALTER ROAD & LAKE S,73,23692,4,200
10/23/2002,DRUNK IN PUBLIC,,SHOWALTER ROAD & LAKE S,73,23692,4,200
9/5/2002,DAMAGE,"PROPERTY, PRIVATE",SHREWSBURY SQUARE,239,23692,4,200
10/28/2002,IDENTITY FRAUD > $200 OR IMPRI,,SHREWSBURY SQUARE,239,23692,4,200
2/17/2002,DAMAGE,"PROPERTY, PRIVATE",SIEGE LANE,320,23692,3,
8/13/2002,TRESPASSING,,SIEGE LANE,320,23692,3,
11/11/2002,DAMAGE,"PROPERTY, PRIVATE",SIEGE LANE,320,23692,3,
8/1/2002,CITIZEN REQUESTED ASSISTANCE,,SLEEPY HOLLOW ROAD,170,23692,3,200
3/11/2002,DAMAGE,"PROPERTY, PRIVATE",SOLBAY STREET,239,23692,4,100
5/22/2002,FUGITIVE FROM JUSTICE,,SOLBAY STREET,239,23692,4,100
8/11/2002,DRUNK IN PUBLIC,,SOLBAY STREET,239,23692,4,100
9/3/2002,"MANUF, SALE, POSSESSION CONTRO",,SOLBAY STREET,239,23692,4,100
9/11/2002,"MANUF, SALE, POSSESSION CONTRO",,SOLBAY STREET,239,23692,4,100
9/11/2002,"DRUGS, POSSESS COCAINE",,SOLBAY STREET,239,23692,4,100
8/11/2002,"ASSAULT, SIMPLE, DOMESTIC",,SOLBAY STREET,239,23692,4,100
8/9/2002,CITIZEN REQUESTED ASSISTANCE,,SOLBAY STREET,239,23692,4,100
9/9/2002,CITIZEN REQUESTED ASSISTANCE,,SOLBAY STREET,239,23692,4,100
9/1/2002,DAMAGE,"PROPERTY, PRIVATE",SOLBAY STREET,239,23692,4,100
10/4/2002,"MANUF, SALE, POSSESSION CONTRO",,SOLBAY STREET,239,23692,4,100
5/10/2002,UNAUTHORIZED USE OF VEHICLE,,SOMERSET CIRCLE,7,23692,4,200
5/23/2002,MISSING PERSON,,SOMERSET CIRCLE,7,23692,4,200
12/7/2002,GRAND LARCENY,,SONGBIRD TRAIL,69,23692,3,200
2/26/2002,"ASSAULT, SIMPLE",,SONGBIRD TRAIL,69,23692,3,200
4/22/2002,CITIZEN REQUESTED ASSISTANCE,,SONGBIRD TRAIL,69,23692,3,200
7/8/2002,"LARCENY,FROM MOTOR VEHICLE",,SONGBIRD TRAIL,69,23692,3,200
8/31/2002,DAMAGE,"PROPERTY, PRIVATE",SONGBIRD TRAIL,69,23692,3,200
12/8/2002,GRAND LARCENY,,SONGBIRD TRAIL,69,23692,3,200
2/7/2002,"LARCENY,FROM MOTOR VEHICLE",,SOUVERAIN LANDING,239,23692,4,100
6/21/2002,CITIZEN REQUESTED ASSISTANCE,,SOUVERAIN LANDING,239,23692,4,100
11/22/2002,"ASSAULT, SIMPLE, DOMESTIC",,SOUVERAIN LANDING,239,23692,4,100
3/26/2002,DAMAGE,"PROPERTY, PRIVATE",SPENCER LANE,73,23692,3,200
4/9/2002,RECOVERED VEHICLE-STOLEN OTHER,,SPENCER LANE,73,23692,3,200
4/27/2002,MOTOR VEHICLE THEFT,,STAGECOACH WATCH,69,23692,3,200
6/12/2002,DAMAGE,"PROPERTY, PRIVATE",STAGECOACH WATCH,69,23692,3,200
9/2/2002,"LARCENY,FROM MOTOR VEHICLE",,STAGECOACH WATCH,69,23692,3,200
9/2/2002,PETIT LARCENY,,STAGECOACH WATCH,69,23692,3,200
7/3/2002,"LARCENY,FROM MOTOR VEHICLE",,STECKY`S TWIST,69,23692,3,200
2/13/2002,DAMAGE,"PROPERTY, PRIVATE",STILLWATER LANE,43,23692,3,200
6/8/2002,GRAND LARCENY,,STILLWATER LANE,43,23692,3,200
9/19/2002,"BURGLARY, RESIDENTIAL",,STILLWATER LANE,43,23692,3,200
9/19/2002,GRAND LARCENY,,STILLWATER LANE,43,23692,3,200
9/30/2002,RUNAWAY JUVENILE,,SWEETBAY ARBOR,76,23692,3,200
3/20/2002,CITIZEN REQUESTED ASSISTANCE,,TERN COURT,205,23692,4,200
7/19/2002,"ASSAULT, SIMPLE, DOMESTIC",,TERN COURT,205,23692,4,200
10/9/2002,"ASSAULT, SIMPLE",,TERN COURT,205,23692,4,200
1/3/2002,"ASSAULT, SIMPLE, DOMESTIC",,TERREBONNE ROAD,201,23692,3,200
12/7/2002,CITIZEN REQUESTED ASSISTANCE,,TERRYWOOD COURT,170,23692,3,200
5/11/2002,"LARCENY,FROM MOTOR VEHICLE",,TEWKESBURY QUAY,239,23692,4,200
7/28/2002,"DRUGS, PWID MARIJUANA",,TEWKESBURY QUAY,239,23692,4,200
7/10/2002,UNAUTHORIZED USE OF VEHICLE,,TEWKESBURY QUAY,239,23692,4,200
11/9/2002,CITIZEN REQUESTED ASSISTANCE,,THREE POINT COURT,120,23692,1,200
2/24/2002,CITIZEN REQUESTED ASSISTANCE,,TIDES RUN,119,23692,1,200
2/26/2002,DAMAGE,"PROPERTY, PRIVATE",TIDES RUN,119,23692,1,200
5/8/2002,GRAND LARCENY,,TIDES RUN,119,23692,1,200
6/27/2002,MOTOR VEHICLE THEFT,,TIDES RUN,119,23692,1,200
6/28/2002,GRAND LARCENY,,TIDES RUN,119,23692,1,200
9/12/2002,CITIZEN REQUESTED ASSISTANCE,,TIDES RUN,119,23692,1,200
7/24/2002,DAMAGE,"PROPERTY, PRIVATE",TIDES RUN,119,23692,1,200
9/4/2002,DAMAGE,"PROPERTY, PRIVATE",TIDES RUN,119,23692,1,200
11/16/2002,PETIT LARCENY,,TIDES RUN,119,23692,1,200
12/5/2002,CURSING/OBSCENE LANGUAGE,,TIDES RUN,119,23692,1,200
12/31/2002,PETIT LARCENY,,TIGER RUN,119,23692,1,100
12/31/2002,DAMAGE,"PROPERTY, PRIVATE",TIGER RUN,119,23692,1,100
5/6/2002,PETIT LARCENY,,TIMBERLINE DRIVE,273,23692,3,200
5/27/2002,"ASSAULT, SIMPLE, DOMESTIC",,VINE DRIVE,91,23692,4,100
5/27/2002,CITIZEN REQUESTED ASSISTANCE,,VINE DRIVE,91,23692,4,100
9/29/2002,DAMAGE,"PROPERTY, PRIVATE",VINE DRIVE,91,23692,4,100
4/29/2002,"ASSAULT, SIMPLE, DOMESTIC",,VIRGINIA LANE,159,23692,4,100
5/30/2002,CREDIT CARD FRAUD,,VIRGINIA LANE,159,23692,4,100
1/10/2002,DAMAGE,"PROPERTY, PRIVATE",VISTA DRIVE,271,23692,3,200
3/13/2002,GRAND LARCENY,,VISTA DRIVE,271,23692,3,200
4/2/2002,GRAND LARCENY,,VISTA DRIVE,271,23692,3,200
9/24/2002,MOTOR VEHICLE THEFT,,W WOODLAND,47,23692,4,100
11/14/2002,CREDIT CARD FRAUD,,W. WOODLAND DRIVE,47,23692,4,100
1/25/2002,CITIZEN REQUESTED ASSISTANCE,,WAINWRIGHT BEND,69,23692,3,200
3/19/2002,DAMAGE,"PROPERTY, PRIVATE",WAINWRIGHT BEND,69,23692,3,200
4/3/2002,"ASSAULT, SIMPLE, DOMESTIC",,WAINWRIGHT BEND,69,23692,3,200
9/2/2002,"BURGLARY, RESIDENTIAL",,WAINWRIGHT BEND,69,23692,3,200
7/3/2002,"LARCENY,FROM MOTOR VEHICLE",,WAINWRIGHT BEND,69,23692,3,200
9/6/2002,GRAND LARCENY,,WAINWRIGHT BEND,69,23692,3,200
9/6/2002,ATTEMPTED SUICIDE,,WAINWRIGHT BEND,69,23692,3,200
9/6/2002,CITIZEN REQUESTED ASSISTANCE,,WAINWRIGHT BEND,69,23692,3,200
8/27/2002,ROBBERY,,WAINWRIGHT BEND,69,23692,3,200
11/7/2002,CITIZEN REQUESTED ASSISTANCE,,WASHINGTON SQUARE,219,23692,4,100
5/20/2002,DAMAGE,PROPERTY,WATERFOWL DR,205,23692,4,200
4/28/2002,DAMAGE,"PROPERTY, PRIVATE",WATERFOWL DRIVE,205,23692,4,200
4/28/2002,DAMAGE,"PROPERTY, PRIVATE",WATERFOWL DRIVE,205,23692,4,200
4/28/2002,DAMAGE,"PROPERTY, PRIVATE",WATERFOWL DRIVE,205,23692,4,200
4/28/2002,DAMAGE,"PROPERTY, PRIVATE",WATERFOWL DRIVE,205,23692,4,200
11/7/2002,DAMAGE,"PROPERTY, PRIVATE",WATERFOWL DRIVE,205,23692,4,200
9/4/2002,"ASSAULT, SIMPLE, DOMESTIC",,WEATHERSFIELD PARK,239,23692,4,200
11/16/2002,POSSESSION OF MARIJUANA,,WEATHERSFIELD PARK,239,23692,4,200
11/16/2002,GRAND LARCENY,,WEATHERSFIELD PARK,239,23692,4,200
11/16/2002,VIOLATION OF COURT ORDER,,WEATHERSFIELD PARK,239,23692,4,200
3/1/2002,"BURGLARY, RESIDENTIAL",,WESTON ROAD,46,23692,4,100
6/27/2002,"ASSAULT, SIMPLE, DOMESTIC",,WETHERSFIELD PARK,239,23692,4,200
8/3/2002,POSSESSION OF MARIJUANA,,WETHERSFIELD PARK,239,23692,4,200
1/27/2002,DAMAGE,"PROPERTY, PRIVATE",WHISPERING PINES,12,23692,4,200
6/23/2002,DAMAGE,"PROPERTY, PRIVATE",WHISPERING PINES,12,23692,4,200
9/29/2002,DAMAGE,"PROPERTY, PRIVATE",WHISPERING PINES,12,23692,4,200
4/17/2002,"ASSAULT, SIMPLE",,WHITES ROAD,73,23692,3,200
6/15/2002,SEXUAL BATTERY,,WHITES ROAD,73,23692,3,200
2/2/2002,GRAND LARCENY,,WINDERS LANE,231,23692,4,100
10/29/2002,CITIZEN REQUESTED ASSISTANCE,,WINDERS LANE,231,23692,4,100
1/18/2002,"ASSAULT, AGGRAVATED, DOMESTIC",,WOLF TRAP ROAD,73,23692,3/4/2015,200
2/3/2002,"ASSAULT, SIMPLE",,WOLF TRAP ROAD,73,23692,3/4/2015,200
3/18/2002,DAMAGE,"PROPERTY, PRIVATE",WOLF TRAP ROAD,73,23692,3/4/2015,200
3/18/2002,DAMAGE,"PROPERTY, PRIVATE",WOLF TRAP ROAD,73,23692,3/4/2015,200
6/10/2002,POSSESSION OF MARIJUANA,,WOLF TRAP ROAD,73,23692,3/4/2015,200
6/10/2002,POSSESSION OF MARIJUANA,,WOLF TRAP ROAD,73,23692,3/4/2015,200
11/23/2002,DRIVING UNDER THE INFLUENCE OF,,WOLF TRAP ROAD,73,23692,3/4/2015,200
10/25/2002,CITIZEN REQUESTED ASSISTANCE,,WOLF TRAP ROAD,73,23692,3/4/2015,200
11/2/2002,DAMAGE,"PROPERTY, PRIVATE",WOLF TRAP ROAD,73,23692,3/4/2015,200
2/11/2002,DEAD ON ARRIVAL,,WOLFTRAP ROAD,297,23692,3/4/2015,200
3/10/2002,"BURGLARY, RESIDENTIAL",,WOLFTRAP ROAD,297,23692,3/4/2015,200
4/1/2002,CONTRIBUTING TO THE DELINQUENC,,WOLFTRAP ROAD,297,23692,3/4/2015,200
4/22/2002,"ASSAULT, SIMPLE",,WOLFTRAP ROAD,73,23692,3/4/2015,200
4/28/2002,MAIMING,,WOLFTRAP ROAD,297,23692,3/4/2015,200
4/10/2002,"DRUGS, POSSESS COCAINE",,WOLFTRAP ROAD,73,23692,3/4/2015,200
6/7/2002,GRAND LARCENY,,WOLFTRAP ROAD,73,23692,3/4/2015,200
5/24/2002,CITIZEN REQUESTED ASSISTANCE,,WOLFTRAP ROAD,297,23692,3/4/2015,200
4/1/2002,DAMAGE,"PROPERTY, PRIVATE",WOLFTRAP ROAD,73,23692,3/4/2015,200
4/2/2002,DAMAGE,"PROPERTY, PRIVATE",WOLFTRAP ROAD,297,23692,3/4/2015,200
7/31/2002,DRIVING UNDER THE INFLUENCE OF,,WOLFTRAP ROAD,73,23692,3/4/2015,200
7/7/2002,"BURGLARY, RESIDENTIAL",,WOLFTRAP ROAD,297,23692,3/4/2015,200
7/16/2002,POSSESSION OF MARIJUANA,,WOLFTRAP ROAD,73,23692,3/4/2015,200
8/3/2002,POSSESSION OF MARIJUANA,,WOLFTRAP ROAD,73,23692,3/4/2015,200
8/7/2002,LOST PROPERTY,,WOLFTRAP ROAD,73,23692,3/4/2015,200
9/15/2002,CITIZEN REQUESTED ASSISTANCE,,WOLFTRAP ROAD,297,23692,3/4/2015,200
8/30/2002,DAMAGE,"PROPERTY, PRIVATE",WOLFTRAP ROAD,73,23692,3/4/2015,200
9/16/2002,DAMAGE,"PROPERTY, PRIVATE",WOLFTRAP ROAD,297,23692,3/4/2015,200
8/21/2002,SEXUAL BATTERY,,WOLFTRAP ROAD,73,23692,3/4/2015,200
12/2/2002,CREDIT CARD FRAUD,,WOLFTRAP ROAD,73,23692,3/4/2015,200
10/8/2002,"LARCENY,FROM MOTOR VEHICLE",,WOLFTRAP ROAD,73,23692,3/4/2015,200
11/13/2002,"LARCENY,FROM MOTOR VEHICLE",,WOLFTRAP ROAD,73,23692,3/4/2015,200
12/18/2002,"LARCENY,FROM MOTOR VEHICLE",,WOLFTRAP ROAD,73,23692,3/4/2015,200
10/18/2002,LOST PROPERTY,,WOLFTRAP ROAD,297,23692,3/4/2015,200
10/7/2002,DAMAGE,"PROPERTY, PRIVATE",WOLFTRAP ROAD,73,23692,3/4/2015,200
11/7/2002,RAPE,,WOLFTRAP ROAD,73,23692,3/4/2015,200
4/10/2002,OPERATE MOTOR VEHICLE -HABITUA,,WOLFTRAP ROAD & GEORG,73,23692,3/4/2015,200
9/17/2002,GRAND LARCENY,,WOODHAVEN DRIVE,153,23692,4,200
5/10/2002,CITIZEN REQUESTED ASSISTANCE,,WORMLEY CREEK DRIVE,120,23692,1,200
11/23/2002,DRIVING UNDER THE INFLUENCE OF,,WORMLEY CREEK ROAD,120,23692,1,200
1/4/2002,CITIZEN REQUESTED ASSISTANCE,,WORMLY CREEK DRIVE,120,23692,1,200
5/5/2002,RUNAWAY JUVENILE,,WYNNE ROAD,46,23692,4,200
11/9/2002,"ASSAULT, SIMPLE",,YORK CROSSING DRIVE,239,23692,4,200
5/17/2002,PETIT LARCENY,,YORK LANE,55,23692,3,200
6/10/2002,CITIZEN REQUESTED ASSISTANCE,,YORK LANE,55,23692,3,200
6/27/2002,SEXUAL BATTERY,,YORK LANE,55,23692,3,200
10/17/2002,DAMAGE,"PROPERTY, PRIVATE",YORK LANE,55,23692,3,200
1/9/2002,"MANUF, SALE, POSSESSION CONTRO",,YORK WARWICK DRIVE,55,23692,3,200
2/2/2002,DAMAGE,"PROPERTY, PRIVATE",YORK WARWICK DRIVE,55,23692,3,200
6/11/2002,GRAND LARCENY,,YORK WARWICK DRIVE,55,23692,3,200
6/24/2002,DAMAGE,"PROPERTY, PRIVATE",YORK WARWICK DRIVE,55,23692,3,200
9/14/2002,"ASSAULT, AGGRAVATED",,YORK WARWICK DRIVE,55,23692,3,200
8/21/2002,"FRAUD, ALL OTHERS",,YORK WARWICK DRIVE,55,23692,3,200
8/27/2002,CITIZEN REQUESTED ASSISTANCE,,YORK WARWICK DRIVE,55,23692,3,200
10/17/2002,ANNOYING PHONE CALLS,,YORK WARWICK DRIVE,55,23692,3,200
12/11/2002,"ASSAULT, SIMPLE, DOMESTIC",,YORK WARWICK DRIVE,55,23692,3,200
1/15/2002,CREDIT CARD THEFT,,YORKVILLE ROAD,73,23692,4,200
3/12/2002,DEAD ON ARRIVAL,,YORKVILLE ROAD,73,23692,4,200
6/3/2002,"ASSAULT, SIMPLE",,YORKVILLE ROAD,73,23692,4,200
5/11/2002,DUMPING TRASH ON HIGHWAY OR PR,,YORKVILLE ROAD,73,23692,4,200
8/20/2002,"ASSAULT, SIMPLE, DOMESTIC",,YORKVILLE ROAD,73,23692,4,200
9/22/2002,DAMAGE,"PROPERTY, PRIVATE",YORKVILLE ROAD,73,23692,4,200
