Date ,Report Type ,Street ,Sub-Division
9/23/2005,CITIZEN REQUESTED ASSISTANCE ,NELSON DRIVE ,NELSON CIRCLE
12/5/2005,CREDIT CARD FRAUD ,NELSON DRIVE ,NELSON CIRCLE
12/5/2005,CREDIT CARD THEFT ,NELSON DRIVE ,NELSON CIRCLE
12/21/2005,"DAMAGE PROPERTY, PRIVATE ",NELSON DRIVE ,NELSON CIRCLE
9/27/2005,CITIZEN REQUESTED ASSISTANCE ,NELSON DRIVE & COLONIAL AVENUE ,NELSON CIRCLE
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",NORTH COUNCIL ,
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",NORTH COUNCIL ,
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",NORTH COUNCIL ,
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",NORTH COUNCIL ,
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",NORTH COUNCIL ,
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",NORTH COUNCIL ,
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",NORTH COUNCIL ,
5/13/2005,GRAND LARCENY ,NOTTINGHAM ROAD ,QUEENS LAKE
7/3/2005,"DAMAGE PROPERTY, PRIVATE ",OAKMONT CIRCLE ,SPRINGFIELD TERRACE
10/5/2005,"DAMAGE PROPERTY, PRIVATE ",OAKMONT CIRCLE ,SPRINGFIELD TERRACE
3/28/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,OLD HOLLOW ROAD ,PENNIMAN EAST
4/10/2005,"ASSAULT, AGGRAVATED, DOMESTIC ",OLD HOLLOW ROAD ,PENNIMAN EAST
6/10/2005,CITIZEN REQUESTED ASSISTANCE ,OLD HOLLOW ROAD ,PENNIMAN EAST
6/30/2005,"DAMAGE PROPERTY, PRIVATE ",OLD HOLLOW ROAD ,PENNIMAN EAST
10/4/2005,"DAMAGE PROPERTY, PRIVATE ",OLD HOLLOW ROAD ,PENNIMAN EAST
10/14/2005,POSSESSION OF MARIJUANA ,OLD HOLLOW ROAD ,PENNIMAN EAST
8/15/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,PALACE LANE ,GREENSPRINGS
12/27/2005,LOST PROPERTY ,PALACE LANE ,GREENSPRINGS
3/12/2005,RUNAWAY JUVENILE ,PANTHER PAW PATH ,PANTHER PAW
8/4/2005,ATTEMPTED SUICIDE ,PANTHER PAW PATH ,PANTHER PAW
10/19/2005,CITIZEN REQUESTED ASSISTANCE ,PARCHMENT BOULEVARD ,WILLIAMSBURG BLUFFS
11/22/2005,"LARCENY,FROM MOTOR VEHICLE ",PARCHMENT BOULEVARD ,WILLIAMSBURG BLUFFS
7/14/2005,"ASSAULT, SIMPLE ",PARK CIRCLE ,CARVER CIRCLE
9/4/2005,CITIZEN REQUESTED ASSISTANCE ,PEBBLE BEACH ,COUNTRY CLUB ACRES
3/5/2005,"BURGLARY, RESIDENTIAL ",PENNIMAN ROAD ,WILLIAMSBURG EAST
3/5/2005,RAPE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
4/10/2005,CITIZEN REQUESTED ASSISTANCE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
5/1/2005,CITIZEN REQUESTED ASSISTANCE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
5/23/2005,PETIT LARCENY ,PENNIMAN ROAD ,WILLIAMSBURG EAST
5/23/2005,TRESPASSING ,PENNIMAN ROAD ,WILLIAMSBURG EAST
6/13/2005,RUNAWAY JUVENILE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
6/17/2005,RUNAWAY JUVENILE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
7/4/2005,"ASSAULT, SIMPLE ",PENNIMAN ROAD ,CAMP PERRY MAIN GATE
7/4/2005,CITIZEN REQUESTED ASSISTANCE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
7/13/2005,CITIZEN REQUESTED ASSISTANCE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
8/16/2005,RUNAWAY JUVENILE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
9/19/2005,CITIZEN REQUESTED ASSISTANCE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
9/29/2005,"ASSAULT, SIMPLE ",PENNIMAN ROAD ,WILLIAMSBURG EAST
10/6/2005,PETIT LARCENY ,PENNIMAN ROAD ,WILLIAMSBURG EAST
10/20/2005,CITIZEN REQUESTED ASSISTANCE ,PENNIMAN ROAD ,
12/29/2005,"ASSAULT, SIMPLE, DOMESTIC ",PENNIMAN ROAD ,WILLIAMSBURG EAST
12/29/2005,GRAND LARCENY ,PENNIMAN ROAD ,WILLIAMSBURG EAST
2/25/2005,"DAMAGE PROPERTY, PRIVATE ",PENNIMAN ROAD ,WILLIAMSBURG EAST
4/14/2005,CITIZEN REQUESTED ASSISTANCE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
6/13/2005,GRAND LARCENY ,PENNIMAN ROAD ,WILLIAMSBURG EAST
7/1/2005,TRESPASSING ,PENNIMAN ROAD ,WILLIAMSBURG EAST
7/10/2005,CITIZEN REQUESTED ASSISTANCE ,PENNIMAN ROAD ,WILLIAMSBURG EAST
11/6/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,PENNIMAN ROAD ,WILLIAMSBURG EAST
6/7/2005,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER ,PENNIMAN ROAD & GOVERNMENT ROAD ,WILLIAMSBURG EAST
2/26/2005,POSSESSION OF MARIJUANA ,PENNIMAN ROAD & HUBBARD LANE ,WILLIAMSBURG EAST
12/7/2005,MOTOR VEHICLE THEFT ,PENNIMAN ROAD & LODGE ROAD ,WILLIAMSBURG EAST
4/20/2005,POSSESSION OF CONTROLLED SUBSTANCES ,PENNIMAN ROAD & WICKRE STREET ,WILLIAMSBURG EAST
3/7/2005,MISSING PERSON ,PHILADELPHIA SQUARE ,BRUTON
5/22/2005,MISSING PERSON ,PHILADELPHIA SQUARE ,BRUTON
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",PHILADELPHIA SQUARE ,BRUTON
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",PHILADELPHIA SQUARE ,BRUTON
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",PHILADELPHIA SQUARE ,BRUTON
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",PHILADELPHIA SQUARE ,BRUTON
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",PHILADELPHIA SQUARE ,BRUTON
12/23/2005,DEAD ON ARRIVAL ,PLANTATION DRIVE ,PLANTATION HEIGHTS
1/8/2005,CITIZEN REQUESTED ASSISTANCE ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
1/8/2005,"LARCENY,FROM MOTOR VEHICLE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
1/14/2005,GRAND LARCENY ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
2/9/2005,MOTOR VEHICLE THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
2/9/2005,OBTAINING MONEY BY FALSE PRETENSES ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
2/12/2005,"LARCENY,FROM MOTOR VEHICLE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
2/14/2005,PETIT LARCENY ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
2/20/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
3/18/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
3/27/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
3/31/2005,GRAND LARCENY ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
4/10/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
4/10/2005,PETIT LARCENY ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
4/12/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
4/18/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
4/24/2005,PETIT LARCENY ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
5/8/2005,"DAMAGE PROPERTY, PRIVATE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
5/13/2005,"DAMAGE PROPERTY, PRIVATE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
5/13/2005,TRESPASSING ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
5/16/2005,"DAMAGE PROPERTY, PRIVATE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
5/20/2005,"ASSAULT, SIMPLE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
5/20/2005,"DAMAGE PROPERTY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
5/20/2005,DISORDERLY CONDUCT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
5/22/2005,DRUNK IN PUBLIC ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
6/6/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
6/29/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
7/10/2005,"DAMAGE PROPERTY, PRIVATE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
7/21/2005,CITIZEN REQUESTED ASSISTANCE ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
7/24/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
7/27/2005,"DAMAGE PROPERTY, PRIVATE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
8/21/2005,GRAND LARCENY ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
9/4/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
9/9/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
9/21/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
9/24/2005,"DAMAGE PROPERTY, PRIVATE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
10/15/2005,"DAMAGE PROPERTY, PRIVATE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
10/15/2005,TRESPASSING ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
10/16/2005,EMBEZZLEMENT <$200 ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
11/1/2005,"BURGLARY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
11/1/2005,"DAMAGE PROPERTY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
11/9/2005,ROBBERY ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
11/11/2005,GAS THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
11/22/2005,"DAMAGE PROPERTY, PRIVATE ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/2/2005,"BURGLARY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/2/2005,"BURGLARY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/2/2005,"DAMAGE PROPERTY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/2/2005,"DAMAGE PROPERTY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/12/2005,"BURGLARY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/23/2005,"FRAUD, ALL OTHERS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/30/2005,"BURGLARY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/30/2005,"DAMAGE PROPERTY, BUSINESS ",POCAHONTAS TRAIL ,WILLIAMSBURG EAST
12/30/2005,MOTOR VEHICLE THEFT ,POCAHONTAS TRAIL ,WILLIAMSBURG EAST
1/18/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,POCAHONTAS TRAIL & MCCLAWS CIRCLE ,
1/18/2005,REFUSE BLOOD/BREATH TEST ,POCAHONTAS TRAIL & MCCLAWS CIRCLE ,
10/16/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,POCAHONTAS TRAIL @ BUSCH GARDENS ,
11/3/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,POCAHONTAS TRAIL @ BUSCH GARDENS ,
11/3/2005,REFUSE BLOOD/BREATH TEST ,POCAHONTAS TRAIL @ BUSCH GARDENS ,
4/3/2005,"DAMAGE PROPERTY, PRIVATE ",QUEEN ANNE DRIVE ,ROYAL GRANT
1/3/2005,"DAMAGE PROPERTY, PRIVATE ",QUEENS CREED ROAD ,WILLIAMSBURG EAST
1/3/2005,TRESPASSING ,QUEENS CREED ROAD ,WILLIAMSBURG EAST
1/14/2005,CITIZEN REQUESTED ASSISTANCE ,QUEENS CREEK ROAD ,WILLIAMSBURG EAST
1/15/2005,RUNAWAY JUVENILE ,QUEENS CREEK ROAD ,WILLIAMSBURG EAST
3/3/2005,MISSING PERSON ,QUEENS CREEK ROAD ,WILLIAMSBURG EAST
3/11/2005,DEAD ON ARRIVAL ,QUEENS CREEK ROAD ,WILLIAMSBURG EAST
3/12/2005,CITIZEN REQUESTED ASSISTANCE ,QUEENS CREEK ROAD ,WILLIAMSBURG EAST
3/15/2005,"ASSAULT, SIMPLE, DOMESTIC ",QUEENS CREEK ROAD ,WILLIAMSBURG EAST
3/20/2005,CITIZEN REQUESTED ASSISTANCE ,QUEENS CREEK ROAD ,WILLIAMSBURG EAST
4/23/2005,TRESPASSING ,QUEENS CREEK ROAD ,WILLIAMSBURG EAST
9/1/2005,RUNAWAY JUVENILE ,QUEENS CREEK ROAD ,WILLIAMSBURG EAST
12/7/2005,"BURGLARY, BUSINESS ",QUEENS CREEK ROAD ,WILLIAMSBURG EAST
12/7/2005,"DAMAGE PROPERTY, BUSINESS ",QUEENS CREEK ROAD ,WILLIAMSBURG EAST
10/11/2005,"DAMAGE PROPERTY, PRIVATE ",QUEENS CREEK ROAD & SILVERADO TRAIL ,WILLIAMSBURG EAST
6/11/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHAMOND ROAD & LIGHTFOOT ROAD ,
6/11/2005,REFUSE BLOOD/BREATH TEST ,RICHAMOND ROAD & LIGHTFOOT ROAD ,
1/4/2005,CITIZEN REQUESTED ASSISTANCE ,RICHMOND ROAD ,WILLIAMSBURG NORTH
1/7/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
1/7/2005,TRESPASSING ,RICHMOND ROAD ,WILLIAMSBURG NORTH
1/15/2005,FRAUD-INNKEEPER ,RICHMOND ROAD ,WILLIAMSBURG NORTH
1/19/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
2/2/2005,DRUNK IN PUBLIC ,RICHMOND ROAD ,WILLIAMSBURG NORTH
2/11/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
2/27/2005,NO DRIVERS LICENSE ,RICHMOND ROAD ,WILLIAMSBURG NORTH
3/16/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
3/22/2005,GRAND LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
4/1/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",RICHMOND ROAD ,WILLIAMSBURG NORTH
4/2/2005,"ASSAULT, SIMPLE, DOMESTIC ",RICHMOND ROAD ,WILLIAMSBURG NORTH
4/2/2005,POSSESSION OF CONTROLLED SUBSTANCES ,RICHMOND ROAD ,WILLIAMSBURG NORTH
4/6/2005,"ASSAULT, SIMPLE ",RICHMOND ROAD ,WILLIAMSBURG NORTH
4/11/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
4/13/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
4/15/2005,CITIZEN REQUESTED ASSISTANCE ,RICHMOND ROAD ,WILLIAMSBURG NORTH
4/16/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
4/17/2005,"DAMAGE PROPERTY, PRIVATE ",RICHMOND ROAD ,WILLIAMSBURG NORTH
4/19/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
5/4/2005,GAS THEFT ,RICHMOND ROAD ,WILLIAMSBURG NORTH
5/6/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
5/6/2005,POSSESSION OF MARIJUANA ,RICHMOND ROAD ,WILLIAMSBURG NORTH
5/15/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
6/15/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
6/25/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
7/1/2005,GRAND LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
7/5/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
7/6/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
7/6/2005,REFUSE BLOOD/BREATH TEST ,RICHMOND ROAD ,WILLIAMSBURG NORTH
7/14/2005,DRUNK IN PUBLIC ,RICHMOND ROAD ,WILLIAMSBURG NORTH
7/15/2005,GAS THEFT ,RICHMOND ROAD ,WILLIAMSBURG NORTH
7/21/2005,"LARCENY,FROM MOTOR VEHICLE ",RICHMOND ROAD ,WILLIAMSBURG NORTH
7/22/2005,"DAMAGE PROPERTY, BUSINESS ",RICHMOND ROAD ,WILLIAMSBURG NORTH
7/22/2005,TRESPASSING ,RICHMOND ROAD ,WILLIAMSBURG NORTH
7/23/2005,GRAND LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
8/3/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
8/4/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
8/9/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",RICHMOND ROAD ,WILLIAMSBURG NORTH
8/10/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",RICHMOND ROAD ,WILLIAMSBURG NORTH
8/10/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
8/20/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
8/20/2005,GAS THEFT ,RICHMOND ROAD ,WILLIAMSBURG NORTH
8/20/2005,"LARCENY,FROM MOTOR VEHICLE ",RICHMOND ROAD ,WILLIAMSBURG NORTH
8/20/2005,REFUSE BLOOD/BREATH TEST ,RICHMOND ROAD ,WILLIAMSBURG NORTH
8/21/2005,CITIZEN REQUESTED ASSISTANCE ,RICHMOND ROAD ,WILLIAMSBURG NORTH
8/26/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
9/3/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
9/3/2005,REFUSE BLOOD/BREATH TEST ,RICHMOND ROAD ,WILLIAMSBURG NORTH
9/4/2005,DRUNK IN PUBLIC ,RICHMOND ROAD ,WILLIAMSBURG NORTH
9/4/2005,PETIT LARCENY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
10/8/2005,"FRAUD-TRICK,FALSE PRETENSES ",RICHMOND ROAD ,WILLIAMSBURG NORTH
10/16/2005,"DAMAGE PROPERTY, PRIVATE ",RICHMOND ROAD ,WILLIAMSBURG NORTH
10/17/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
10/17/2005,REFUSE BLOOD/BREATH TEST ,RICHMOND ROAD ,WILLIAMSBURG NORTH
10/29/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
11/4/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
11/4/2005,REFUSE BLOOD/BREATH TEST ,RICHMOND ROAD ,WILLIAMSBURG NORTH
11/4/2005,ROBBERY ,RICHMOND ROAD ,WILLIAMSBURG NORTH
12/24/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD ,WILLIAMSBURG NORTH
3/2/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RICHMOND ROAD & IRONBOUND ROAD ,WILLIAMSBURG NORTH
3/2/2005,POSSESSION OF MARIJUANA ,RICHMOND ROAD & IRONBOUND ROAD ,WILLIAMSBURG NORTH
7/22/2005,CITIZEN REQUESTED ASSISTANCE ,"RICHMOND ROAD, LIGHTFOOT POST OFFICE ",WILLIAMSBURG NORTH
7/22/2005,CITIZEN REQUESTED ASSISTANCE ,"RICHMOND ROAD, LIGHTFOOT POST OFFICE ",WILLIAMSBURG NORTH
3/18/2005,CITIZEN REQUESTED ASSISTANCE ,"RICHMOND ROAD, MILLER MART ",WILLIAMSBURG NORTH
3/18/2005,DRUNK IN PUBLIC ,"RICHMOND ROAD, MILLER MART ",WILLIAMSBURG NORTH
4/1/2005,GAS THEFT ,"RICHMOND ROAD, MILLER MART ",WILLIAMSBURG NORTH
8/8/2005,GAS THEFT ,"RICHMOND ROAD, MILLER MART ",WILLIAMSBURG NORTH
11/23/2005,FRAUD-INNKEEPER ,"RICHMOND ROAD, MILLER MART ",WILLIAMSBURG NORTH
12/23/2005,DRUNK IN PUBLIC ,"RICHMOND ROAD, MILLER MART ",WILLIAMSBURG NORTH
8/30/2005,ABDUCTION & KIDNAPPING ,"RICHMOND ROAD, MOVIE SCENE ",WILLIAMSBURG NORTH
8/30/2005,ROBBERY ,"RICHMOND ROAD, MOVIE SCENE ",WILLIAMSBURG NORTH
9/15/2005,ROBBERY ,"RICHMOND ROAD, MOVIE SCENE ",WILLIAMSBURG NORTH
1/16/2005,POSSESSION OF CONTROLLED SUBSTANCES ,"RICHMOND ROAD, PARKING LOT ",WILLIAMSBURG NORTH
8/27/2005,"BURGLARY, BUSINESS ","RICHMOND ROAD, TOP CHINA ",WILLIAMSBURG NORTH
8/27/2005,"DAMAGE PROPERTY, BUSINESS ","RICHMOND ROAD, TOP CHINA ",WILLIAMSBURG NORTH
8/27/2005,GRAND LARCENY ,"RICHMOND ROAD, TOP CHINA ",WILLIAMSBURG NORTH
2/24/2005,PETIT LARCENY ,"RICHMOND ROAD, WENDY`S ",WILLIAMSBURG NORTH
10/12/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ","RICHMOND ROAD, WENDY`S ",WILLIAMSBURG NORTH
3/10/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,"RICHMOND ROAD, WENDYS ",WILLIAMSBURG NORTH
8/21/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ","RICHMOND ROAD, WENDYS ",WILLIAMSBURG NORTH
11/29/2005,ELUDING POLICE ,RICHOMAND ROAD @ PRIME OUTLETS ,
7/8/2005,DEAD ON ARRIVAL ,RICHWINE DRIVE ,YORK TERRACE
10/1/2005,"DAMAGE PROPERTY, PRIVATE ",RICHWINE DRIVE ,YORK TERRACE
9/29/2005,THREATEN BODILY HARM ,RICHWINE DRIVE & JASON DRIVE ,YORK TERRACE
6/26/2005,"DAMAGE PROPERTY, PRIVATE ",ROYAL GOVERNORS COURT ,FAIRFIELD WILLIAMSBURG
1/16/2005,CITIZEN REQUESTED ASSISTANCE ,ROYAL GRANT DRIVE ,ROYAL GRANT
2/7/2005,"DAMAGE PROPERTY, PRIVATE ",ROYAL GRANT DRIVE ,ROYAL GRANT
8/20/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,RT 132 & BYPASS ROAD ,WILLIAMSBURG NORTH
8/20/2005,POSSESSION OF MARIJUANA ,RT 132 & BYPASS ROAD ,WILLIAMSBURG NORTH
10/15/2005,"ASSAULT, SIMPLE ",RT 199 & MERRIMAC TRAIL ,
5/2/2005,CITIZEN REQUESTED ASSISTANCE ,RT 199 & TRANQUILITY DRIVE ,
1/6/2005,"BURGLARY, RESIDENTIAL ",RUSTY COURT ,
1/6/2005,GRAND LARCENY ,RUSTY COURT ,
3/1/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",RUSTY COURT ,
3/8/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",RUSTY COURT ,
3/11/2005,POSSESSION OF MARIJUANA ,RUSTY COURT ,
7/27/2005,"BURGLARY, RESIDENTIAL ",RUSTY COURT ,
7/27/2005,GRAND LARCENY ,RUSTY COURT ,
5/9/2005,DEATH INVESTIGATION ,SAVANA SQUARE ,
7/7/2005,"ASSAULT, SIMPLE ",SCHENCK DRIVE ,
7/16/2005,MISSING PERSON ,SCHENCK DRIVE ,
11/11/2005,MOTOR VEHICLE THEFT ,SCHENCK DRIVE ,
12/19/2005,"DAMAGE PROPERTY, PRIVATE ",SCHENCK DRIVE ,
12/23/2005,CRUELTY TO ANIMALS ,SCHENCK DRIVE ,
12/10/2005,CITIZEN REQUESTED ASSISTANCE ,SCHOONER BLVD ,
11/6/2005,CITIZEN REQUESTED ASSISTANCE ,SCOTT DRIVE ,
12/31/2005,"LARCENY,FROM MOTOR VEHICLE ",SECOND STREET ,
1/5/2005,GRAND LARCENY ,SECOND STREET ,WILLIAMSBURG EAST
3/14/2005,"DAMAGE PROPERTY, PRIVATE ",SECOND STREET ,WILLIAMSBURG EAST
3/14/2005,GAS THEFT ,SECOND STREET ,WILLIAMSBURG EAST
3/21/2005,PETIT LARCENY ,SECOND STREET ,
5/29/2005,GAS THEFT ,SECOND STREET ,WILLIAMSBURG EAST
7/6/2005,"LARCENY,FROM MOTOR VEHICLE ",SECOND STREET ,
10/5/2005,CITIZEN REQUESTED ASSISTANCE ,SECOND STREET ,WILLIAMSBURG EAST
10/9/2005,MOTOR VEHICLE THEFT ,SECOND STREET ,
10/10/2005,GAS THEFT ,SECOND STREET ,
10/10/2005,GRAND LARCENY ,SECOND STREET ,
12/30/2005,LOST PROPERTY ,SECOND STREET ,
5/21/2005,CITIZEN REQUESTED ASSISTANCE ,SHADY BLUFF ,
2/6/2005,"ASSAULT, SIMPLE, DOMESTIC ",SHADY BLUFF POINT ,
5/25/2005,CITIZEN REQUESTED ASSISTANCE ,SHADY BLUFF POINT ,
8/17/2005,MOTOR VEHICLE THEFT ,SHADY BLUFF POINT ,
8/17/2005,THREATEN BODILY HARM ,SHADY BLUFF POINT ,
12/19/2005,EXTORTION BY THREAT ,SHARPS LANE ,
12/19/2005,THREATEN TO BURN ,SHARPS LANE ,
2/22/2005,MISSING PERSON ,SHEA LANE ,
2/17/2005,"ASSAULT, SIMPLE, DOMESTIC ",SHEPPARD DRIVE ,
12/2/2005,"BURGLARY, RESIDENTIAL ",SHEPPARD DRIVE ,
12/2/2005,"DAMAGE PROPERTY, PRIVATE ",SHEPPARD DRIVE ,
12/28/2005,"ASSAULT, SIMPLE, DOMESTIC ",SHEPPARD LANE ,
2/1/2005,CITIZEN REQUESTED ASSISTANCE ,SHERIFF`S PLACE ,
4/20/2005,EXCESSIVE NOISE ,SHERIFF`S PLACE ,
3/29/2005,MOTOR VEHICLE THEFT ,SHIPYARD DRIVE ,
